imdbid,bechdel_rating,title,year,binary,budget_2013,domgross_2013,intgross_2013,genres,A,B,C,averageRating,numVotes
438097,1,Ice Age: The Meltdown,2006,FAIL,86684726,225762418.0,753462808.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,6.8,239579
417225,3,Idlewild,2006,PASS,17336945,14643840.0,14643840.0,"Crime,Drama,Musical",Crime,Drama,Musical,6.2,5021
443543,0,"Illusionist, The",2006,FAIL,19070640,46080031.0,96846559.0,"Drama,Fantasy,History",Drama,Fantasy,History,7.6,340033
454848,3,Inside Man,2006,FAIL,57789817,102443127.0,213399577.0,"Crime,Drama,Mystery",Crime,Drama,Mystery,7.6,317699
493430,1,Jackass Number Two,2006,FAIL,12713760,84117369.0,98564824.0,"Action,Comedy,Documentary",Action,Comedy,Documentary,7.0,63558
452637,2,Lady in the Water,2006,FAIL,86684726,48873044.0,84124832.0,"Drama,Fantasy,Mystery",Drama,Fantasy,Mystery,5.5,91677
410297,3,"Lake House, The",2006,FAIL,46231854,60482951.0,132720223.0,"Drama,Fantasy,Romance",Drama,Fantasy,Romance,6.8,132097
498380,1,Letters from Iwo Jima,2006,FAIL,15025353,15899229.0,79468028.0,"Action,Adventure,Drama",Action,Adventure,Drama,7.9,147659
425210,1,Lucky Number Slevin,2006,FAIL,31206501,26000177.0,64141457.0,"Crime,Drama,Mystery",Crime,Drama,Mystery,7.7,290294
483726,1,Man of the Year,2006,FAIL,23115927,43275535.0,47783141.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,6.2,30719
422720,3,Marie Antoinette,2006,PASS,46231854,18449366.0,70344622.0,"Biography,Drama,History",Biography,Drama,History,6.4,94437
385880,3,Monster House,2006,PASS,86684726,85137126.0,163276310.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,6.6,91749
457510,0,Nacho Libre,2006,FAIL,36985483,92692547.0,114766488.0,"Comedy,Family,Sport",Comedy,Family,Sport,5.7,76702
477347,3,Night at the Museum,2006,PASS,127137598,289946849.0,663982857.0,"Adventure,Comedy,Family",Adventure,Comedy,Family,6.4,292237
465551,3,Notes on a Scandal,2006,PASS,31784400,20238130.0,57503632.0,"Crime,Drama,Romance",Crime,Drama,Romance,7.4,71795
907657,2,Once,2006,FAIL,173369,10917487.0,21956864.0,"Drama,Music,Romance",Drama,Music,Romance,7.8,106000
400717,1,Open Season,2006,FAIL,98242689,98364347.0,219487695.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,6.1,80418
401711,3,Paris je t&#39;aime,2006,FAIL,15025353,5614135.0,5614135.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,7.3,68456
383574,2,Pirates of the Caribbean: Dead Man&#39;s Chest,2006,FAIL,260054178,489266869.0,1225855881.0,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,7.3,621342
409182,2,Poseidon,2006,FAIL,184927415,70127732.0,209979090.0,"Action,Adventure,Drama",Action,Adventure,Drama,5.6,93360
482571,1,"Prestige, The",2006,FAIL,46231854,61361102.0,124705810.0,"Drama,Mystery,Sci-Fi",Drama,Mystery,Sci-Fi,8.5,1089180
436697,3,"Queen, The",2006,FAIL,17336945,65235123.0,148965821.0,"Biography,Drama,History",Biography,Drama,History,7.3,98982
454945,3,She&#39;s the Man,2006,FAIL,28894909,39168966.0,63891969.0,"Comedy,Romance,Sport",Comedy,Romance,Sport,6.3,138816
439815,3,Slither,2006,PASS,17625894,9018043.0,14944843.0,"Comedy,Horror,Sci-Fi",Comedy,Horror,Sci-Fi,6.4,70493
475394,3,Smokin&#39; Aces,2006,FAIL,19648538,41218854.0,64779219.0,"Action,Crime,Drama",Action,Crime,Drama,6.7,132493
417148,3,Snakes on a Plane,2006,PASS,38141279,39321133.0,71683430.0,"Action,Crime,Thriller",Action,Crime,Thriller,5.4,127273
405336,3,Southland Tales,2006,PASS,19648538,318283.0,421411.0,"Comedy,Drama,Mystery",Comedy,Drama,Mystery,5.4,35466
430634,3,Stick It,2006,PASS,23115927,31103330.0,35135878.0,"Comedy,Drama,Sport",Comedy,Drama,Sport,6.4,25455
420223,3,Stranger Than Fiction,2006,PASS,34673890,46734845.0,52282667.0,"Comedy,Drama,Fantasy",Comedy,Drama,Fantasy,7.6,209576
370032,1,Ultraviolet,2006,FAIL,34673890,21407734.0,23950486.0,"Action,Adventure,Crime",Action,Adventure,Crime,4.4,77148
477139,1,Wristcutters: A Love Story,2006,FAIL,1155796,515676.0,531824.0,"Comedy,Drama,Fantasy",Comedy,Drama,Fantasy,7.3,51605
383060,3,Zoom,2006,PASS,40452872,13857222.0,14454606.0,"Action,Adventure,Comedy",Action,Adventure,Comedy,4.3,17537
389557,3,Zwartboek,2006,PASS,25427520,5083807.0,31481990.0,"Drama,Thriller,War",Drama,Thriller,War,7.7,69181
424774,1,"Adventures of Sharkboy and Lavagirl 3-D, The",2005,FAIL,59651656,46740275.0,82827477.0,"Action,Adventure,Comedy",Action,Adventure,Comedy,3.5,28121
402022,3,AEon Flux,2005,PASS,65616822,30849435.0,57209924.0,"Action,Adventure,Crime",Action,Adventure,Crime,5.4,120152
398712,3,Assault on Precinct 13,2005,PASS,35790994,23909452.0,42997982.0,"Action,Crime,Drama",Action,Crime,Drama,6.3,71306
374536,3,Bewitched,2005,PASS,95442650,75534696.0,156477397.0,"Comedy,Fantasy,Romance",Comedy,Fantasy,Romance,4.8,66009
383222,3,BloodRayne,2005,FAIL,29825828,2869746.0,4301386.0,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,2.9,33119
357507,2,Boogeyman,2005,FAIL,23860663,55777141.0,80163307.0,"Drama,Horror,Mystery",Drama,Horror,Mystery,4.2,28804
393109,1,Brick,2005,FAIL,536865,2476430.0,4876515.0,"Action,Crime,Drama",Action,Crime,Drama,7.3,95912
379725,3,Capote,2005,FAIL,8351232,34300335.0,59561080.0,"Biography,Crime,Drama",Biography,Crime,Drama,7.3,118683
367594,3,Charlie and the Chocolate Factory,2005,PASS,178954969,246312517.0,566045396.0,"Adventure,Comedy,Family",Adventure,Comedy,Family,6.6,396372
451094,3,Chinjeolhan geumjassi,2005,PASS,5368649,252526.0,28002720.0,"Crime,Drama,Thriller",Crime,Drama,Thriller,7.6,65676
363771,3,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",2005,PASS,214745963,348020836.0,893351507.0,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,6.9,344895
352248,2,Cinderella Man,2005,FAIL,104986915,73550386.0,129491710.0,"Biography,Drama,Sport",Biography,Drama,Sport,8.0,168224
393162,3,Coach Carter,2005,PASS,53686491,80249227.0,91469619.0,"Biography,Drama,Sport",Biography,Drama,Sport,7.3,114474
387131,3,"Constant Gardener, The",2005,PASS,30422345,40061811.0,96730885.0,"Drama,Mystery,Romance",Drama,Mystery,Romance,7.4,126728
360486,1,Constantine,2005,FAIL,89477485,90642097.0,275453129.0,"Action,Fantasy,Horror",Action,Fantasy,Horror,7.0,284548
435623,0,Conversations with Other Women,2005,FAIL,536865,452658.0,1084540.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,7.0,11525
121164,3,Corpse Bride,2005,FAIL,35790994,63659187.0,136925192.0,"Animation,Drama,Family",Animation,Drama,Family,7.3,226932
342258,1,Danny the dog,2005,FAIL,51300425,29274195.0,58503506.0,"Action,Crime,Drama",Action,Crime,Drama,7.0,94914
382628,3,Dark Water,2005,PASS,71581988,30390244.0,59023039.0,"Drama,Horror,Mystery",Drama,Horror,Mystery,5.6,57661
342272,1,Dear Wendy,2005,FAIL,9544265,27566.0,532615.0,"Comedy,Crime,Drama",Comedy,Crime,Drama,6.6,9614
435625,3,"Descent, The",2005,PASS,8351232,31048038.0,68038213.0,"Adventure,Horror,Thriller",Adventure,Horror,Thriller,7.2,187849
421054,3,Domino,2005,PASS,59651656,12132195.0,27403019.0,"Action,Biography,Crime",Action,Biography,Crime,5.9,62878
419706,1,Doom,2005,FAIL,83512319,33658253.0,65154327.0,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,5.2,101135
404032,3,"Exorcism of Emily Rose, The",2005,PASS,21474596,89563925.0,172497916.0,"Drama,Horror,Thriller",Drama,Horror,Thriller,6.7,112514
120667,1,Fantastic Four,2005,FAIL,104390399,184557548.0,394556433.0,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,5.7,300347
408790,3,Flightplan,2005,PASS,65616822,107023409.0,269275914.0,"Action,Drama,Mystery",Action,Drama,Mystery,6.3,145354
433383,1,"Good Night, and Good Luck.",2005,FAIL,8351232,37581997.0,67510048.0,"Biography,Drama,History",Biography,Drama,History,7.4,91038
330373,1,Harry Potter and the Goblet of Fire,2005,FAIL,178954969,345995160.0,1070044630.0,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,7.7,499026
400497,3,Herbie Fully Loaded,2005,PASS,59651656,78752930.0,171928818.0,"Adventure,Comedy,Family",Adventure,Comedy,Family,4.8,42742
382077,3,Hide and Seek,2005,PASS,29825828,60964573.0,146862958.0,"Drama,Horror,Mystery",Drama,Horror,Mystery,6.0,78733
371724,1,"Hitchhiker&#39;s Guide to the Galaxy, The",2005,FAIL,53686491,60867491.0,124098247.0,"Adventure,Comedy,Sci-Fi",Adventure,Comedy,Sci-Fi,6.7,179342
443536,3,Hoodwinked!,2005,PASS,20878080,61305929.0,131046803.0,"Animation,Comedy,Crime",Animation,Comedy,Crime,6.4,53458
410097,3,Hustle &amp; Flow,2005,FAIL,3340493,26488687.0,28112307.0,"Crime,Drama,Music",Crime,Drama,Music,7.3,37100
396652,3,Ice Princess,2005,PASS,29825828,29087739.0,30699527.0,"Comedy,Drama,Family",Comedy,Drama,Family,6.0,23278
399201,3,"Island, The",2005,PASS,143163975,42733150.0,194486964.0,"Action,Sci-Fi,Thriller",Action,Sci-Fi,Thriller,6.8,290360
366627,2,"Jacket, The",2005,FAIL,34001444,7517458.0,18435915.0,"Drama,Fantasy,Mystery",Drama,Fantasy,Mystery,7.1,104572
418763,0,Jarhead,2005,FAIL,85898385,74740591.0,115661627.0,"Action,Biography,Drama",Action,Biography,Drama,7.0,163695
425123,3,Just Like Heaven,2005,PASS,69195921,57645130.0,120123026.0,"Comedy,Drama,Fantasy",Comedy,Drama,Fantasy,6.7,94271
360717,0,King Kong,2005,FAIL,246957858,260176695.0,656785445.0,"Action,Adventure,Drama",Action,Adventure,Drama,7.2,372088
320661,0,Kingdom of Heaven,2005,FAIL,131233644,56547877.0,261099301.0,"Action,Adventure,Drama",Action,Adventure,Drama,7.2,253409
373469,1,Kiss Kiss Bang Bang,2005,FAIL,17895497,5053494.0,15635698.0,"Action,Comedy,Crime",Action,Comedy,Crime,7.5,204786
386140,1,"Legend of Zorro, The",2005,FAIL,95442650,54372886.0,168784763.0,"Action,Adventure,Romance",Action,Adventure,Romance,5.9,87455
399295,2,Lord of War,2005,FAIL,50107391,28811311.0,74138215.0,"Action,Crime,Drama",Action,Crime,Drama,7.6,280978
351283,0,Madagascar,2005,FAIL,89477485,230965870.0,663994001.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,6.9,339617
416320,3,Match Point,2005,PASS,17895497,27547047.0,104974897.0,"Drama,Romance,Thriller",Drama,Romance,Thriller,7.6,194028
385307,3,Miss Congeniality 2: Armed &amp; Fabulous,2005,PASS,71581988,57835867.0,120952557.0,"Action,Comedy,Crime",Action,Comedy,Crime,5.1,65384
356910,2,Mr. &amp; Mrs. Smith,2005,FAIL,131233644,222305354.0,570671028.0,"Action,Comedy,Crime",Action,Comedy,Crime,6.5,424168
408306,1,Munich,2005,FAIL,89477485,56524824.0,155427270.0,"Biography,Crime,Drama",Biography,Crime,Drama,7.5,200835
402399,3,"New World, The",2005,FAIL,35790994,15165948.0,31238857.0,"Biography,Drama,History",Biography,Drama,History,6.7,79290
421239,3,Red Eye,2005,PASS,31018861,69066839.0,114001241.0,"Action,Mystery,Thriller",Action,Mystery,Thriller,6.4,106713
294870,3,Rent,2005,PASS,47721325,34690477.0,37784099.0,"Drama,Musical,Romance",Drama,Musical,Romance,6.9,47054
358082,1,Robots,2005,FAIL,95442650,152946861.0,311023751.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,6.3,124459
379786,3,Serenity,2005,PASS,46528292,30439664.0,45949095.0,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,7.8,273064
397101,3,"Skeleton Key, The",2005,PASS,47721325,57155491.0,110065560.0,"Drama,Horror,Mystery",Drama,Horror,Mystery,6.5,101119
405325,3,Sky High,2005,PASS,71581988,76281887.0,97384257.0,"Adventure,Comedy,Family",Adventure,Comedy,Family,6.1,73411
362165,1,Son of the Mask,2005,FAIL,119303313,20303541.0,71484662.0,"Comedy,Family,Fantasy",Comedy,Family,Fantasy,2.2,49806
121766,1,Star Wars: Episode III - Revenge of the Sith,2005,FAIL,137198810,453675396.0,1012883787.0,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,7.5,652006
382992,1,Stealth,2005,FAIL,164638572,38316342.0,91167710.0,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,5.1,49995
407265,3,Transamerica,2005,PASS,1193033,10755555.0,19748472.0,"Adventure,Comedy,Drama",Adventure,Comedy,Drama,7.4,39217
434409,3,V for Vendetta,2005,PASS,59651656,84122001.0,154177511.0,"Action,Drama,Sci-Fi",Action,Drama,Sci-Fi,8.2,966788
358273,3,Walk the Line,2005,PASS,34597961,142590606.0,223941260.0,"Biography,Drama,Music",Biography,Drama,Music,7.8,217197
375210,1,White Noise,2005,FAIL,11930331,66922430.0,109871622.0,"Drama,Horror,Mystery",Drama,Horror,Mystery,5.5,45723
443295,3,"Yours, Mine and Ours",2005,PASS,53686491,63660149.0,86327778.0,"Comedy,Family,Fantasy",Comedy,Family,Fantasy,5.5,25286
406375,0,Zathura: A Space Adventure,2005,FAIL,77547153,33459258.0,69846769.0,"Action,Adventure,Comedy",Action,Adventure,Comedy,6.1,85647
337563,3,13 Going on 30,2004,PASS,36995786,70464299.0,118928779.0,"Comedy,Fantasy,Romance",Comedy,Fantasy,Romance,6.1,153087
212712,3,2046,2004,PASS,14798315,1778681.0,23680825.0,"Drama,Romance,Sci-Fi",Drama,Romance,Sci-Fi,7.4,47587
343660,2,50 First Dates,2004,FAIL,92489466,148941129.0,242105970.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,6.8,308456
356470,3,A Cinderella Story,2004,PASS,23430665,63433191.0,86407246.0,"Comedy,Family,Romance",Comedy,Family,Romance,5.9,76176
344510,3,A Very Long Engagement,2004,PASS,67825608,7606108.0,73506419.0,"Drama,Mystery,Romance",Drama,Mystery,Romance,7.6,68650
327437,1,Around the World in 80 Days,2004,FAIL,135651216,29601758.0,88795016.0,"Action,Adventure,Comedy",Action,Adventure,Comedy,5.9,79914
370263,3,AVP: Alien vs. Predator,2004,FAIL,86323501,99002076.0,212779439.0,"Action,Adventure,Horror",Action,Adventure,Horror,5.6,176016
414852,0,Banlieue 13,2004,FAIL,18497893,1480098.0,13821985.0,"Action,Crime,Sci-Fi",Action,Crime,Sci-Fi,7.2,63628
372183,2,"Bourne Supremacy, The",2004,FAIL,104821395,217149789.0,355883988.0,"Action,Mystery,Thriller",Action,Mystery,Thriller,7.7,412247
317198,3,Bridget Jones: The Edge of Reason,2004,PASS,61659644,49578078.0,325432881.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,6.0,98216
289879,2,"Butterfly Effect, The",2004,FAIL,16031507,71432302.0,118444284.0,"Drama,Sci-Fi,Thriller",Drama,Sci-Fi,Thriller,7.6,427390
327554,3,Catwoman,2004,PASS,123319288,49577287.0,101301096.0,"Action,Crime,Fantasy",Action,Crime,Fantasy,3.3,104196
337921,3,Cellular,2004,PASS,55493679,39466636.0,75811746.0,"Action,Crime,Thriller",Action,Crime,Thriller,6.5,88973
296572,2,"Chronicles of Riddick, The",2004,FAIL,147983145,71170953.0,132214001.0,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,6.7,206177
369339,1,Collateral,2004,FAIL,73991573,123529118.0,268429281.0,"Crime,Drama,Thriller",Crime,Drama,Thriller,7.5,339512
345074,3,Connie and Carla,2004,PASS,24663858,9924151.0,9924151.0,"Comedy,Crime,Music",Comedy,Crime,Music,6.2,7609
375679,3,Crash,2004,PASS,9006109,68238010.0,124765870.0,"Crime,Drama,Thriller",Crime,Drama,Thriller,7.8,403993
367631,3,D.E.B.S.,2004,PASS,4316175,119364.0,119364.0,"Action,Comedy,Romance",Action,Comedy,Romance,5.2,14005
319262,3,"Day After Tomorrow, The",2004,PASS,154149110,230287423.0,686049183.0,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,6.4,392503
327679,3,Ella Enchanted,2004,PASS,43161751,28256983.0,28256983.0,"Comedy,Family,Fantasy",Comedy,Family,Fantasy,6.2,58156
338013,2,Eternal Sunshine of the Spotless Mind,2004,FAIL,24663858,42380545.0,90014995.0,"Drama,Romance,Sci-Fi",Drama,Romance,Sci-Fi,8.3,840581
308644,3,Finding Neverland,2004,PASS,30829822,63727222.0,141861709.0,"Biography,Drama,Family",Biography,Drama,Family,7.7,192195
377062,0,Flight of the Phoenix,2004,FAIL,92489466,25908371.0,41939879.0,"Action,Adventure,Drama",Action,Adventure,Drama,6.1,50116
333766,3,Garden State,2004,PASS,3082982,33027761.0,44430462.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,7.4,202275
391198,3,"Grudge, The",2004,PASS,12331929,136094379.0,230953737.0,"Horror,Mystery,Thriller",Horror,Mystery,Thriller,5.9,132951
304141,3,Harry Potter and the Prisoner of  Azkaban,2004,PASS,160315074,307729658.0,982470644.0,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,7.9,500178
167190,1,Hellboy,2004,FAIL,73991573,73527840.0,123102194.0,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,6.8,294206
299172,3,Home on the Range,2004,PASS,135651216,61692142.0,94317626.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,5.3,18313
343818,1,"I, Robot",2004,FAIL,129485252,178567590.0,429892298.0,"Action,Crime,Drama",Action,Crime,Drama,7.1,471673
385267,1,In Good Company,2004,FAIL,32063015,56097638.0,78295110.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,6.4,52125
317705,3,"Incredibles, The",2004,PASS,113453745,322407292.0,779510522.0,"Action,Adventure,Animation",Action,Adventure,Animation,8.0,615640
362269,3,Kinsey,2004,PASS,13565122,12596630.0,16032690.0,"Biography,Drama,Romance",Biography,Drama,Romance,7.1,46124
373074,0,Kung Fu Hustle,2004,FAIL,24663858,21093356.0,124558238.0,"Action,Comedy,Fantasy",Action,Comedy,Fantasy,7.7,118763
375912,1,Layer Cake,2004,FAIL,8015754,2885618.0,14613600.0,"Action,Crime,Drama",Action,Crime,Drama,7.3,156286
339291,3,Lemony Snicket&#39;s A Series of Unfortunate Events,2004,PASS,123319288,146290116.0,248645124.0,"Adventure,Comedy,Family",Adventure,Comedy,Family,6.8,186777
362270,2,"Life Aquatic with Steve Zissou, The",2004,FAIL,61659644,29604924.0,42923407.0,"Action,Adventure,Comedy",Action,Adventure,Comedy,7.3,168428
349825,1,Miracle,2004,FAIL,34529401,79390606.0,79509747.0,"Biography,Drama,History",Biography,Drama,History,7.5,43922
363282,1,New York Minute,2004,FAIL,49327715,17287347.0,26163275.0,"Comedy,Crime,Family",Comedy,Crime,Family,4.9,20590
293508,2,"Phantom of the Opera, The",2004,FAIL,67825608,63171287.0,195122925.0,"Drama,Musical,Romance",Drama,Musical,Romance,7.3,110993
338348,1,"Polar Express, The",2004,FAIL,209642789,240410531.0,393449767.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,6.6,157880
390384,1,Primer,2004,FAIL,8632,523811.0,697797.0,"Drama,Sci-Fi,Thriller",Drama,Sci-Fi,Thriller,6.9,91222
368933,3,"Princess Diaries 2: Royal Engagement, The",2004,PASS,55493679,117337605.0,150537624.0,"Comedy,Family,Romance",Comedy,Family,Romance,5.8,68975
350028,3,Raising Helen,2004,PASS,61659644,46226886.0,53446952.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,6.0,34236
350258,3,Ray,2004,FAIL,49327715,92866817.0,153930950.0,"Biography,Drama,Music",Biography,Drama,Music,7.7,129410
318627,3,Resident Evil: Apocalypse,2004,PASS,61659644,62572303.0,159007986.0,"Action,Horror,Sci-Fi",Action,Horror,Sci-Fi,6.2,177454
387564,2,Saw,2004,FAIL,1479831,68053804.0,127137678.0,"Horror,Mystery,Thriller",Horror,Mystery,Thriller,7.6,357430
363988,1,Secret Window,2004,FAIL,49327715,59141502.0,113591309.0,"Drama,Mystery,Thriller",Drama,Mystery,Thriller,6.6,172317
307453,1,Shark Tale,2004,FAIL,92489466,199052129.0,453599307.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,6.0,157137
298148,3,Shrek 2,2004,PASS,86323501,544117065.0,1155511754.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,7.2,390201
375063,3,Sideways,2004,PASS,20964279,88176131.0,135496025.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,7.5,171472
346156,3,Sky Captain and the World of Tomorrow,2004,PASS,86323501,46565462.0,61327735.0,"Action,Adventure,Crime",Action,Adventure,Crime,6.0,79341
371246,3,Spanglish,2004,PASS,92489466,51848757.0,67017030.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,6.4,74645
316654,1,Spider-Man 2,2004,FAIL,246638575,460627734.0,966459425.0,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,7.3,510349
327162,3,"Stepford Wives, The",2004,PASS,123319288,73344915.0,118660249.0,"Comedy,Horror,Sci-Fi",Comedy,Horror,Sci-Fi,5.3,57221
362227,1,"Terminal, The",2004,FAIL,92489466,95047057.0,269667169.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,7.3,372758
338526,3,Van Helsing,2004,PASS,209642789,148168797.0,370143515.0,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,6.1,232413
368447,3,"Village, The",2004,PASS,88398934,140827568.0,317721828.0,"Drama,Mystery,Thriller",Drama,Mystery,Thriller,6.5,230855
327247,1,"Whole Ten Yards, The",2004,FAIL,36995786,20130602.0,32462531.0,"Comedy,Crime,Thriller",Comedy,Crime,Thriller,5.5,51851
360201,3,Wimbledon,2004,PASS,43161751,20794820.0,51382801.0,"Comedy,Romance,Sport",Comedy,Romance,Sport,6.3,57201
322259,1,2 Fast 2 Furious,2003,FAIL,96222609,160945047.0,299075134.0,"Action,Crime,Thriller",Action,Crime,Thriller,5.9,236165
315733,3,21 grams,2003,FAIL,25321739,20572268.0,75544402.0,"Crime,Drama,Thriller",Crime,Drama,Thriller,7.7,214920
319061,1,Big Fish,2003,FAIL,88626087,84109786.0,156276743.0,"Adventure,Drama,Fantasy",Adventure,Drama,Fantasy,8.0,394372
310778,3,Bon voyage,2003,PASS,25321739,2980024.0,10586685.0,"Comedy,Drama,Mystery",Comedy,Drama,Mystery,6.7,4601
315327,3,Bruce Almighty,2003,PASS,102553043,307285628.0,612120077.0,"Comedy,Drama,Fantasy",Comedy,Drama,Fantasy,6.7,351111
305357,3,Charlie&#39;s Angels: Full Throttle,2003,PASS,151930435,127639706.0,287654957.0,"Action,Adventure,Comedy",Action,Adventure,Comedy,4.9,114451
159365,3,Cold Mountain,2003,PASS,101286957,121079205.0,204640944.0,"Adventure,Drama,History",Adventure,Drama,History,7.2,133535
298814,3,"Core, The",2003,PASS,107617391,39389560.0,93858357.0,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,5.5,87131
306685,1,Cradle 2 the Grave,2003,FAIL,31652174,43879701.0,71451544.0,"Action,Crime,Drama",Action,Crime,Drama,5.8,39584
282209,1,Darkness Falls,2003,FAIL,8862609,41198066.0,41198066.0,"Fantasy,Horror,Mystery",Fantasy,Horror,Mystery,5.0,29089
285531,0,Dreamcatcher,2003,FAIL,86093913,42648478.0,95824131.0,"Drama,Horror,Sci-Fi",Drama,Horror,Sci-Fi,5.5,85548
266543,1,Finding Nemo,2003,FAIL,119012174,481783272.0,1147664217.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,8.1,885516
322330,3,Freaky Friday,2003,PASS,32918261,139551191.0,203615191.0,"Comedy,Family,Fantasy",Comedy,Family,Fantasy,6.1,117032
335119,3,Girl with a Pearl Earring,2003,PASS,15193043,14730114.0,54798208.0,"Biography,Drama,Romance",Biography,Drama,Romance,6.9,68860
301357,3,Goodbye Lenin!,2003,PASS,8102957,5145199.0,100507729.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,7.7,130647
311289,2,Holes,2003,FAIL,25321739,85313907.0,91644342.0,"Adventure,Comedy,Drama",Adventure,Comedy,Drama,7.0,71388
329717,1,Hollywood Homicide,2003,FAIL,94956522,38245683.0,64706900.0,"Action,Comedy,Crime",Action,Comedy,Crime,5.3,34581
317740,1,"Italian Job, The",2003,FAIL,75965217,134364760.0,223164081.0,"Action,Crime,Thriller",Action,Crime,Thriller,7.0,326221
283426,0,"Jungle Book 2, The",2003,FAIL,25321739,60647568.0,171812557.0,"Adventure,Animation,Family",Adventure,Animation,Family,5.4,13976
266697,3,Kill Bill: Vol. 1,2003,PASS,69634783,88750338.0,228019903.0,"Action,Crime,Thriller",Action,Crime,Thriller,8.1,927601
325703,3,Lara Croft Tomb Raider: The Cradle of Life,2003,FAIL,113947826,83123367.0,198084062.0,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,5.5,123707
325710,0,"Last Samurai, The",2003,FAIL,177252174,140675650.0,578361911.0,"Action,Drama,War",Action,Drama,War,7.7,375378
311429,0,"League of Extraordinary Gentlemen, The",2003,FAIL,98754783,84150728.0,226965337.0,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,5.8,159309
286244,3,Les triplettes de Belleville,2003,PASS,2532174,9244066.0,18282439.0,"Animation,Comedy,Drama",Animation,Comedy,Drama,7.8,48354
167260,1,"Lord of the Rings: The Return of the King, The",2003,FAIL,119012174,478385772.0,1445122625.0,"Adventure,Drama,Fantasy",Adventure,Drama,Fantasy,8.9,1525752
314331,3,Love Actually,2003,PASS,56973913,75297075.0,313948928.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,7.6,390416
311113,0,Master and Commander: The Far Side of the World,2003,FAIL,170921739,118918972.0,269565280.0,"Action,Adventure,Drama",Action,Adventure,Drama,7.4,191614
338188,3,"Missing, The",2003,PASS,82295652,34058165.0,48432173.0,"Adventure,Thriller,Western",Adventure,Thriller,Western,6.5,31487
340855,3,Monster,2003,PASS,6330435,43641017.0,73437720.0,"Biography,Crime,Drama",Biography,Crime,Drama,7.3,126610
327056,3,Mystic River,2003,PASS,37982609,114118990.0,198566990.0,"Crime,Drama,Mystery",Crime,Drama,Mystery,7.9,394168
316396,3,Peter Pan,2003,PASS,126608696,61301208.0,120601727.0,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,6.8,62486
325980,3,Pirates of the Caribbean: The Curse of the Black Pearl,2003,FAIL,158260870,386677167.0,803907108.0,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,8.0,975034
257076,3,S.W.A.T.,2003,PASS,88626087,147977201.0,262275924.0,"Action,Adventure,Crime",Action,Adventure,Crime,6.0,132720
327137,1,Secondhand Lions,2003,FAIL,37982609,53265467.0,60648814.0,"Comedy,Drama,Family",Comedy,Drama,Family,7.5,49181
300471,1,Shanghai Knights,2003,FAIL,63304348,76560557.0,111816793.0,"Action,Adventure,Comedy",Action,Adventure,Comedy,6.2,95378
165982,2,Sinbad: Legend of the Seven Seas,2003,FAIL,75965217,33530353.0,102259164.0,"Adventure,Animation,Family",Adventure,Animation,Family,6.7,45613
