imdbid,bechdel_rating,title,year,binary,budget_2013,domgross_2013,intgross_2013,genres,A,B,C,averageRating,numVotes
964517,2,"Fighter, The",2010,FAIL,11750550,100004670.0,138082199.0,"Biography,Drama,Sport",Biography,Drama,Sport,7.8,320499
947810,0,Green Zone,2010,FAIL,106823184,37919386.0,104177195.0,"Action,Drama,Thriller",Action,Drama,Thriller,6.8,123204
926084,3,Harry Potter and the Deathly Hallows: Part 1,2010,PASS,133528980,316178791.0,1021656625.0,"Adventure,Fantasy,Mystery",Adventure,Fantasy,Mystery,7.7,435201
892769,3,How to Train Your Dragon,2010,PASS,176258254,232427199.0,528636950.0,"Action,Adventure,Animation",Action,Adventure,Animation,8.1,622618
804497,1,It&#39;s Kind of a Funny Story,2010,FAIL,8545855,6797830.0,7080589.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,7.1,127703
842926,3,"Kids Are All Right, The",2010,PASS,4272927,22231363.0,38750611.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,7.0,121524
954947,1,"Killer Inside Me, The",2010,FAIL,13887014,232102.0,3864090.0,"Crime,Drama,Horror",Crime,Drama,Horror,6.1,32002
1013743,2,Knight and Day,2010,FAIL,124983125,81637519.0,280028482.0,"Action,Adventure,Comedy",Action,Adventure,Comedy,6.3,171684
938283,1,"Last Airbender, The",2010,FAIL,160234776,140763246.0,341528548.0,"Action,Adventure,Family",Action,Adventure,Family,4.1,139520
892318,3,Letters to Juliet,2010,FAIL,32046955,56650955.0,84535576.0,"Adventure,Comedy,Drama",Adventure,Comedy,Drama,6.5,87310
480255,1,"Losers, The",2010,FAIL,26705796,25201119.0,28536765.0,"Action,Adventure,Crime",Action,Adventure,Crime,6.3,85973
758752,2,Love and Other Drugs,2010,FAIL,32046955,34575465.0,109728398.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,6.7,170187
985694,3,Machete,2010,PASS,13352898,28408179.0,47356808.0,"Action,Crime,Thriller",Action,Crime,Thriller,6.6,184016
1001526,0,Megamind,2010,FAIL,138870139,158542540.0,343850165.0,"Action,Animation,Comedy",Action,Animation,Comedy,7.2,212137
814255,3,Percy Jackson &amp; the Olympians: The Lightning Thief,2010,FAIL,101482025,94825128.0,241919399.0,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,5.9,167468
493949,3,Ramona and Beezus,2010,PASS,16023478,27952425.0,29343924.0,"Adventure,Comedy,Family",Adventure,Comedy,Family,6.5,16323
955308,3,Robin Hood,2010,FAIL,224328687,112684730.0,344460978.0,"Action,Drama,History",Action,Drama,History,6.6,242177
944835,3,Salt,2010,PASS,138870139,126383971.0,315890541.0,"Action,Mystery,Thriller",Action,Mystery,Thriller,6.4,280361
446029,3,Scott Pilgrim vs. the World,2010,PASS,90799707,33768214.0,51371013.0,"Action,Comedy,Fantasy",Action,Comedy,Fantasy,7.5,346075
892791,1,Shrek Forever After,2010,FAIL,176258254,255026238.0,807844640.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,6.3,171114
963966,1,"Sorcerer&#39;s Apprentice, The",2010,FAIL,170917095,67459899.0,229831139.0,"Action,Adventure,Family",Action,Adventure,Family,6.1,145656
889573,2,"Switch, The",2010,FAIL,20296405,29652476.0,53260400.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,6.1,91789
398286,3,Tangled,2010,PASS,277740279,214524387.0,626605502.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,7.7,373994
840361,1,"Town, The",2010,FAIL,39524578,98476300.0,162976800.0,"Crime,Drama,Thriller",Crime,Drama,Thriller,7.5,327477
435761,3,Toy Story 3,2010,FAIL,213646368,443321427.0,1136341723.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,8.3,703327
780653,1,"Wolfman, The",2010,FAIL,160234776,66433214.0,152366563.0,"Drama,Fantasy,Horror",Drama,Fantasy,Horror,5.8,99045
974661,3,17 Again,2009,PASS,43429264,69668214.0,151432312.0,"Comedy,Drama,Fantasy",Comedy,Drama,Fantasy,6.3,169664
472033,0,9,2009,FAIL,32571948,34471863.0,52723125.0,"Action,Adventure,Animation",Action,Adventure,Animation,7.1,127185
913354,0,Armored,2009,FAIL,21714632,17359628.0,25689537.0,"Action,Crime,Thriller",Action,Crime,Thriller,5.7,28861
375568,3,Astro Boy,2009,FAIL,70572554,21227211.0,47873178.0,"Action,Animation,Comedy",Action,Animation,Comedy,6.3,31098
499549,2,Avatar,2009,FAIL,461435929,825707158.0,3022588801.0,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,7.8,1062074
878804,2,"Blind Side, The",2009,FAIL,38000606,277903289.0,331914441.0,"Biography,Drama,Sport",Biography,Drama,Sport,7.6,271980
362478,3,"Box, The",2009,PASS,27143290,16342407.0,28600229.0,"Drama,Fantasy,Mystery",Drama,Fantasy,Mystery,5.5,86130
810784,3,Bright Star,2009,PASS,9228719,4825683.0,18740466.0,"Biography,Drama,Romance",Biography,Drama,Romance,6.9,24232
765010,3,Brothers,2009,PASS,28229022,30991293.0,48905553.0,"Action,Drama,Thriller",Action,Drama,Thriller,7.1,104741
795351,3,Case 39,2009,PASS,29314753,14398811.0,31814980.0,"Horror,Mystery,Thriller",Horror,Mystery,Thriller,6.2,72973
844471,1,Cloudy with a Chance of Meatballs,2009,FAIL,108573160,135575603.0,257131292.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,6.9,189817
327597,3,Coraline,2009,PASS,65143896,81740638.0,136842415.0,"Animation,Drama,Fantasy",Animation,Drama,Fantasy,7.7,181500
433362,1,Daybreakers,2009,FAIL,21714632,32682233.0,55808316.0,"Action,Fantasy,Horror",Action,Fantasy,Horror,6.4,117875
432283,1,Fantastic Mr. Fox,2009,FAIL,43429264,22803533.0,50485349.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,7.8,180398
1013752,1,Fast &amp; Furious,2009,FAIL,92287186,168358172.0,394190344.0,"Action,Adventure,Thriller",Action,Adventure,Thriller,6.6,247021
758746,2,Friday the 13th,2009,FAIL,18457437,70574746.0,99562425.0,"Horror,Mystery,Thriller",Horror,Mystery,Thriller,5.5,90840
436339,1,G-Force,2009,FAIL,162859739,129676275.0,312028062.0,"Action,Adventure,Animation",Action,Adventure,Animation,5.1,39967
417741,3,Harry Potter and the Half-Blood Prince,2009,PASS,271432899,327846641.0,1014525504.0,"Action,Adventure,Family",Action,Adventure,Family,7.6,428042
1001508,3,He&#39;s Just Not That Into You,2009,PASS,43429264,102008450.0,193683923.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,6.4,151798
361748,3,Inglourious Basterds,2009,FAIL,76001212,131190089.0,344146212.0,"Adventure,Drama,War",Adventure,Drama,War,8.3,1155323
448011,1,Knowing,2009,FAIL,54286580,86812530.0,203964063.0,"Action,Drama,Mystery",Action,Drama,Mystery,6.2,211027
824758,3,"Last Station, The",2009,PASS,19543169,7185227.0,17041802.0,"Biography,Drama,Romance",Biography,Drama,Romance,7.0,17117
380510,3,"Lovely Bones, The",2009,PASS,103144502,47896216.0,103029901.0,"Drama,Fantasy,Thriller",Drama,Fantasy,Thriller,6.7,147571
790712,1,"Messenger, The",2009,FAIL,7057255,1204793.0,1530512.0,"Drama,Romance,War",Drama,Romance,War,7.1,32747
892782,3,Monsters vs Aliens,2009,FAIL,190003029,215356519.0,414410048.0,"Action,Animation,Comedy",Action,Animation,Comedy,6.4,138214
875034,2,Nine,2009,FAIL,86858528,21363903.0,58096258.0,"Drama,Musical,Romance",Drama,Musical,Romance,5.8,41109
1003034,0,Perrier&#39;s Bounty,2009,FAIL,7165829,899.0,899.0,"Action,Comedy,Crime",Action,Comedy,Crime,6.4,6077
762125,1,Planet 51,2009,FAIL,65143896,45811424.0,118340524.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,6.0,48030
780521,3,"Princess and the Frog, The",2009,PASS,114001818,113351355.0,294230416.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,7.1,112723
465580,3,Push,2009,PASS,41257801,34538780.0,48218998.0,"Action,Adventure,Crime",Action,Adventure,Crime,6.1,101670
485601,0,"Secret of Kells, The",2009,FAIL,8685853,749470.0,2823897.0,"Adventure,Animation,Family",Adventure,Animation,Family,7.7,28756
988045,1,Sherlock Holmes,2009,FAIL,97715844,226949041.0,541170116.0,"Action,Adventure,Crime",Action,Adventure,Crime,7.6,555384
821642,1,"Soloist, The",2009,FAIL,65143896,34439578.0,41750888.0,"Biography,Drama,Music",Biography,Drama,Music,6.7,49380
796366,3,Star Trek,2009,PASS,152002424,279825625.0,418745446.0,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,7.9,560557
473705,3,State of Play,2009,PASS,65143896,40191563.0,99285148.0,"Crime,Drama,Mystery",Crime,Drama,Mystery,7.1,128772
986263,1,Surrogates,2009,FAIL,86858528,41885106.0,129927709.0,"Action,Crime,Sci-Fi",Action,Crime,Sci-Fi,6.3,164421
452694,3,"Time Traveler&#39;s Wife, The",2009,FAIL,42343532,68851502.0,107125483.0,"Drama,Fantasy,Romance",Drama,Fantasy,Romance,7.1,134221
409459,3,Watchmen,2009,FAIL,149830960,116726786.0,199848831.0,"Action,Drama,Mystery",Action,Drama,Mystery,7.6,461726
386117,1,Where the Wild Things Are,2009,FAIL,108573160,83854815.0,107621685.0,"Adventure,Drama,Family",Adventure,Drama,Family,6.7,97225
365929,3,Whiteout,2009,PASS,38000606,11156585.0,13305365.0,"Action,Crime,Horror",Action,Crime,Horror,5.5,36013
458525,3,X-Men Origins: Wolverine,2009,FAIL,162859739,195304827.0,406960171.0,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,6.6,444643
962736,3,"Young Victoria, The",2009,PASS,38000606,11944429.0,34611919.0,"Biography,Drama,History",Biography,Drama,History,7.3,54659
403702,1,Youth in Revolt,2009,FAIL,19543169,16596046.0,21373265.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,6.4,70761
478087,3,21,2008,PASS,37878971,87835235.0,170836899.0,"Crime,Drama,History",Crime,Drama,History,6.8,216333
800308,1,Appaloosa,2008,FAIL,21645126,21873909.0,30016892.0,"Action,Crime,Drama",Action,Crime,Drama,6.7,56204
455824,2,Australia,2008,FAIL,140693320,53630131.0,232772564.0,"Adventure,Comedy,Drama",Adventure,Comedy,Drama,6.6,114924
960731,3,Bedtime Stories,2008,PASS,86580505,119158557.0,236319281.0,"Comedy,Family,Fantasy",Comedy,Family,Fantasy,6.0,83596
861689,3,Blindness,2008,PASS,27056408,3326198.0,21702440.0,"Drama,Mystery,Sci-Fi",Drama,Mystery,Sci-Fi,6.6,66713
397892,3,Bolt,2008,PASS,162338447,123435400.0,339778437.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,6.8,177506
844286,3,"Brothers Bloom, The",2008,FAIL,21645126,3822265.0,5986778.0,"Action,Adventure,Comedy",Action,Adventure,Comedy,6.8,46715
887883,1,Burn After Reading,2008,FAIL,40043484,65319955.0,176857711.0,"Comedy,Crime,Drama",Comedy,Crime,Drama,7.0,291934
824747,3,Changeling,2008,PASS,59524097,38679626.0,123166807.0,"Biography,Crime,Drama",Biography,Crime,Drama,7.7,225457
892255,1,Che: Part One,2008,FAIL,62770866,317867.0,32595998.0,"Biography,Drama,History",Biography,Drama,History,7.2,42519
499448,3,"Chronicles of Narnia: Prince Caspian, The",2008,PASS,243507670,153270751.0,453996009.0,"Action,Adventure,Family",Action,Adventure,Family,6.5,182249
970411,3,City of Ember,2008,PASS,41125740,8519189.0,12789087.0,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,6.5,60159
421715,3,"Curious Case of Benjamin Button, The",2008,FAIL,173161010,137997773.0,356938225.0,"Drama,Fantasy,Romance",Drama,Fantasy,Romance,7.8,548602
468569,3,"Dark Knight, The",2008,FAIL,200217418,577216380.0,1085385502.0,"Action,Crime,Drama",Action,Crime,Drama,9.0,2115578
970416,3,"Day the Earth Stood Still, The",2008,PASS,86580505,85895413.0,252238208.0,"Drama,Sci-Fi,Thriller",Drama,Sci-Fi,Thriller,5.5,157435
452608,1,Death Race,2008,FAIL,70346660,39303255.0,78481785.0,"Action,Sci-Fi,Thriller",Action,Sci-Fi,Thriller,6.4,189802
832266,3,"Definitely, Maybe",2008,PASS,7575794,34893728.0,60458935.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,7.1,147928
483607,3,Doomsday,2008,PASS,35714458,11914311.0,23399667.0,"Action,Sci-Fi,Thriller",Action,Sci-Fi,Thriller,6.0,69827
406759,3,"Eye, The",2008,PASS,12987076,34003083.0,61600619.0,"Drama,Horror,Mystery",Drama,Horror,Mystery,5.4,49598
486321,0,Fly Me to the Moon,2008,FAIL,27056408,15740274.0,62280329.0,"Adventure,Animation,Family",Adventure,Animation,Family,4.5,4030
865556,1,"Forbidden Kingdom, The",2008,FAIL,59524097,56358790.0,139692526.0,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,6.6,97799
800039,3,Forgetting Sarah Marshall,2008,PASS,32467689,68368797.0,113824188.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,7.1,250831
369436,3,Four Christmases,2008,PASS,86580505,130028810.0,176998734.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,5.6,58777
870111,1,Frost/Nixon,2008,FAIL,31385433,20153811.0,30459656.0,"Biography,Drama,History",Biography,Drama,History,7.7,97866
876563,3,Gake no ue no Ponyo,2008,PASS,36796715,16331680.0,222200929.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,7.7,109638
995039,1,Ghost Town,2008,FAIL,21645126,14342754.0,28801384.0,"Comedy,Drama,Fantasy",Comedy,Drama,Fantasy,6.7,66503
962726,3,High School Musical 3: Senior Year,2008,PASS,11904819,98008500.0,296963426.0,"Comedy,Drama,Family",Comedy,Drama,Family,4.7,53826
887912,1,"Hurt Locker, The",2008,FAIL,16233845,18417633.0,53998338.0,"Drama,Thriller,War",Drama,Thriller,War,7.6,398034
465502,2,Igor,2008,FAIL,32467689,21134953.0,33564393.0,"Animation,Comedy,Family",Animation,Comedy,Family,6.0,21628
780536,1,In Bruges,2008,FAIL,16233845,8442492.0,37374405.0,"Comedy,Crime,Drama",Comedy,Crime,Drama,7.9,368547
800080,1,"Incredible Hulk, The",2008,FAIL,148810243,145895632.0,285085699.0,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,6.7,410221
494238,3,Inkheart,2008,PASS,64935379,18726740.0,62826552.0,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,6.1,70061
371746,2,Iron Man,2008,FAIL,201299674,344811326.0,630352749.0,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,7.9,883427
373051,1,Journey to the Center of the Earth,2008,FAIL,48701534,110070196.0,260720275.0,"Action,Adventure,Family",Action,Adventure,Family,5.8,106257
489099,1,Jumper,2008,FAIL,89286146,87844867.0,241465674.0,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,6.1,275156
441773,3,Kung Fu Panda,2008,FAIL,140693320,233155446.0,683889160.0,"Action,Adventure,Animation",Action,Adventure,Animation,7.5,389398
981072,3,"Lucky Ones, The",2008,PASS,15151588,288927.0,288927.0,"Comedy,Drama,War",Comedy,Drama,War,6.9,12980
467197,3,Max Payne,2008,PASS,37878971,44034081.0,92816237.0,"Action,Crime,Drama",Action,Crime,Drama,5.4,118476
765476,1,Meet Dave,2008,FAIL,64935379,12774146.0,54814990.0,"Adventure,Comedy,Family",Adventure,Comedy,Family,5.0,36503
981227,3,Nick and Norah&#39;s Infinite Playlist,2008,PASS,10822563,34077322.0,36303849.0,"Comedy,Drama,Music",Comedy,Drama,Music,6.6,85591
410377,3,Nim&#39;s Island,2008,PASS,40043484,51955621.0,101820495.0,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,6.0,31951
467200,3,"Other Boleyn Girl, The",2008,PASS,43290252,29020656.0,84107503.0,"Biography,Drama,History",Biography,Drama,History,6.7,98257
910936,2,Pineapple Express,2008,FAIL,28138664,94525760.0,109902346.0,"Action,Comedy,Crime",Action,Comedy,Crime,7.0,298812
368563,3,Possession,2008,PASS,27056408,10934736.0,16023683.0,"Drama,Horror,Mystery",Drama,Horror,Mystery,5.6,6887
830515,1,Quantum of Solace,2008,FAIL,248918952,183300049.0,640362486.0,"Action,Adventure,Thriller",Action,Adventure,Thriller,6.6,382022
1000774,3,Sex and the City,2008,PASS,62229738,165203458.0,449403966.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,5.6,111501
811080,3,Speed Racer,2008,PASS,129870757,47560583.0,101076746.0,"Action,Adventure,Comedy",Action,Adventure,Comedy,6.0,65928
482606,3,"Strangers, The",2008,FAIL,9740307,56924095.0,89883201.0,"Horror,Mystery,Thriller",Horror,Mystery,Thriller,6.2,111850
800241,3,Transsiberian,2008,PASS,16233845,2384904.0,6904335.0,"Crime,Drama,Mystery",Crime,Drama,Mystery,6.7,48307
942385,0,Tropic Thunder,2008,FAIL,97403068,119547447.0,203641087.0,"Action,Comedy,War",Action,Comedy,War,7.0,356915
985699,1,Valkyrie,2008,FAIL,97403068,89911432.0,220674342.0,"Drama,History,Thriller",Drama,History,Thriller,7.1,216615
497465,3,Vicky Cristina Barcelona,2008,PASS,17316101,25126430.0,113100998.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,7.1,230340
910970,1,WALL-E,2008,FAIL,194806136,242217798.0,576399965.0,"Adventure,Animation,Family",Adventure,Animation,Family,8.4,926441
493464,1,Wanted,2008,FAIL,81169223,145572728.0,370582375.0,"Action,Crime,Fantasy",Action,Crime,Fantasy,6.7,344827
450385,3,1408,2007,PASS,25279728,80878983.0,147480104.0,"Fantasy,Horror,Mystery",Fantasy,Horror,Mystery,6.8,244507
463854,3,28 Weeks Later,2007,PASS,16853152,32177067.0,72168247.0,"Drama,Horror,Sci-Fi",Drama,Horror,Sci-Fi,7.0,244844
389722,2,30 Days of Night,2007,FAIL,33706305,44457488.0,90193752.0,"Action,Horror,Thriller",Action,Horror,Thriller,6.6,157493
381849,0,3:10 to Yuma,2007,FAIL,53930087,60229701.0,79964640.0,"Action,Crime,Drama",Action,Crime,Drama,7.7,273294
411061,1,88 Minutes,2007,FAIL,33706305,19022584.0,37026824.0,"Crime,Drama,Mystery",Crime,Drama,Mystery,5.9,72114
445922,3,Across the Universe,2007,PASS,50559457,27351175.0,32995262.0,"Drama,Fantasy,History",Drama,Fantasy,History,7.3,102521
783233,3,Atonement,2007,PASS,33706305,57278425.0,146285687.0,"Drama,Mystery,Romance",Drama,Mystery,Romance,7.8,231881
416508,3,Becoming Jane,2007,PASS,18538467,20969716.0,44228231.0,"Biography,Drama,Romance",Biography,Drama,Romance,7.1,55290
442933,3,Beowulf,2007,PASS,168531522,92349898.0,219085603.0,"Action,Adventure,Animation",Action,Adventure,Animation,6.2,156338
398808,3,Bridge to Terabithia,2007,PASS,28088587,92393631.0,155031909.0,"Drama,Family,Fantasy",Drama,Family,Fantasy,7.1,133788
423977,2,Charlie Bartlett,2007,FAIL,13482522,4438327.0,5950184.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,7.0,61163
472062,3,Charlie Wilson&#39;s War,2007,PASS,84265761,74896639.0,134277795.0,"Biography,Comedy,Drama",Biography,Comedy,Drama,7.0,102134
848557,3,Diary of the Dead,2007,PASS,3089745,1070310.0,6060896.0,"Fantasy,Horror,Sci-Fi",Fantasy,Horror,Sci-Fi,5.6,44561
486822,3,Disturbia,2007,PASS,22470870,90119077.0,132098426.0,"Crime,Drama,Mystery",Crime,Drama,Mystery,6.8,209677
765443,3,Eastern Promises,2007,PASS,56177174,19303898.0,62207616.0,"Action,Crime,Drama",Action,Crime,Drama,7.6,216804
461770,3,Enchanted,2007,PASS,95501196,143484229.0,382436383.0,"Animation,Comedy,Family",Animation,Comedy,Family,7.0,167463
486576,3,Fantastic Four: Rise of the Silver Surfer,2007,FAIL,134825218,148219809.0,323822443.0,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,5.6,241672
385752,3,"Golden Compass, The",2007,PASS,230326414,78769081.0,418222056.0,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,6.1,169626
452623,3,Gone Baby Gone,2007,PASS,21347326,22808178.0,38896737.0,"Crime,Drama,Mystery",Crime,Drama,Mystery,7.6,237239
427327,3,Hairspray,2007,PASS,84265761,133557691.0,227935344.0,"Comedy,Drama,Musical",Comedy,Drama,Musical,6.6,114341
367959,1,Hannibal Rising,2007,FAIL,56177174,31088139.0,90538854.0,"Adventure,Crime,Drama",Adventure,Crime,Drama,6.2,98881
373889,3,Harry Potter and the Order of the Phoenix,2007,PASS,168531522,328080020.0,1059438513.0,"Action,Adventure,Family",Action,Adventure,Family,7.5,463665
465494,0,Hitman,2007,FAIL,19662011,44590850.0,112315914.0,"Action,Crime,Thriller",Action,Crime,Thriller,6.3,155300
425112,1,Hot Fuzz,2007,FAIL,17976696,26536733.0,91841386.0,"Action,Comedy,Mystery",Action,Comedy,Mystery,7.8,433409
480249,3,I Am Legend,2007,PASS,168531522,288068696.0,657733649.0,"Drama,Sci-Fi,Thriller",Drama,Sci-Fi,Thriller,7.2,644059
758758,1,Into the Wild,2007,FAIL,22470870,20621917.0,63362472.0,"Adventure,Biography,Drama",Adventure,Biography,Drama,8.1,532906
805564,3,Lars and the real Girl,2007,PASS,14044294,6692364.0,11857251.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,7.3,132678
425430,3,"Messengers, The",2007,PASS,17976696,39745163.0,60418363.0,"Horror,Mystery,Thriller",Horror,Mystery,Thriller,5.4,36906
465538,2,Michael Clayton,2007,FAIL,24156185,55091699.0,104475669.0,"Crime,Drama,Mystery",Crime,Drama,Mystery,7.2,149967
758766,3,Music and Lyrics,2007,FAIL,44941739,56820503.0,162937935.0,"Comedy,Music,Romance",Comedy,Music,Romance,6.5,92621
477348,3,No Country for Old Men,2007,FAIL,28088587,83449513.0,184318713.0,"Crime,Drama,Thriller",Crime,Drama,Thriller,8.1,782396
481141,3,No Reservations,2007,PASS,31459218,48433689.0,102990511.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,6.3,67344
481369,1,"Number 23, The",2007,FAIL,35953391,39541053.0,87179297.0,"Crime,Mystery,Thriller",Crime,Mystery,Thriller,6.4,186161
808417,3,Persepolis,2007,PASS,8201867,4992356.0,25552185.0,"Animation,Biography,Drama",Animation,Biography,Drama,8.0,83208
449088,3,Pirates of the Caribbean: At World&#39;s End,2007,PASS,337063045,347647302.0,1079721346.0,"Action,Adventure,Fantasy",Action,Adventure,Fantasy,7.1,564427
477071,3,Premonition,2007,PASS,22470870,53764481.0,91525361.0,"Drama,Fantasy,Mystery",Drama,Fantasy,Mystery,5.9,70109
382932,1,Ratatouille,2007,FAIL,168531522,231950669.0,703955827.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,8.0,592587
432021,3,Resident Evil: Extinction,2007,PASS,50559457,56905993.0,164220396.0,"Action,Horror,Sci-Fi",Action,Horror,Sci-Fi,6.3,175321
293564,1,Rush Hour 3,2007,FAIL,202237827,157437618.0,284285677.0,"Action,Comedy,Crime",Action,Comedy,Crime,6.2,144030
822854,1,Shooter,2007,FAIL,67412609,52810568.0,107527136.0,"Action,Drama,Thriller",Action,Drama,Thriller,7.2,295371
413267,3,Shrek the Third,2007,PASS,179766957,362589890.0,907071412.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,6.0,261163
780607,2,"Signal, The",2007,FAIL,56177,282178.0,456495.0,"Horror,Sci-Fi,Thriller",Horror,Sci-Fi,Thriller,6.1,19748
462538,3,"Simpsons Movie, The",2007,PASS,81456903,205760152.0,592187212.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,7.3,295830
486655,3,Stardust,2007,PASS,78648044,43408033.0,152303819.0,"Adventure,Family,Fantasy",Adventure,Family,Fantasy,7.6,241486
815244,3,Sydney White,2007,PASS,18538467,13361645.0,15321020.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,6.2,44125
780622,3,Teeth,2007,FAIL,2247087,390519.0,2641047.0,"Comedy,Fantasy,Horror",Comedy,Fantasy,Horror,5.4,39662
453556,1,TMNT,2007,FAIL,39324022,60838866.0,107968055.0,"Action,Adventure,Animation",Action,Adventure,Animation,6.2,58978
418279,3,Transformers,2007,FAIL,169655066,358686980.0,795775055.0,"Action,Adventure,Sci-Fi",Action,Adventure,Sci-Fi,7.0,574870
861739,3,Tropa de Elite,2007,PASS,7345604,9824.0,16088238.0,"Action,Crime,Drama",Action,Crime,Drama,8.1,93390
473308,3,Waitress,2007,PASS,1685315,21456928.0,24961971.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,7.0,42096
498399,0,We Own the Night,2007,FAIL,31459218,32091974.0,62140782.0,"Crime,Drama,Thriller",Crime,Drama,Thriller,6.8,81051
416449,0,300,2006,FAIL,69347781,243427977.0,524918705.0,"Action,Drama,Fantasy",Action,Drama,Fantasy,7.7,700657
405296,1,A Scanner Darkly,2006,FAIL,23115927,6358748.0,8558769.0,"Animation,Crime,Drama",Animation,Crime,Drama,7.1,101862
429589,2,"Ant Bully, The",2006,FAIL,52010836,32527039.0,57340095.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,5.8,35084
429591,3,Aquamarine,2006,PASS,13869556,21494740.0,26558990.0,"Comedy,Family,Fantasy",Comedy,Family,Fantasy,5.3,36075
450259,1,Blood Diamond,2006,FAIL,115579635,66317186.0,198077969.0,"Adventure,Drama,Thriller",Adventure,Drama,Thriller,8.0,469293
479647,1,"Bon Cop, Bad Cop",2006,FAIL,9246371,14645442.0,14645442.0,"Action,Comedy,Crime",Action,Comedy,Crime,6.8,11305
452594,1,"Break Up, The",2006,FAIL,60101410,137316349.0,234562168.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,5.8,118867
317219,1,Cars,2006,FAIL,80905744,282110219.0,533594150.0,"Animation,Comedy,Family",Animation,Comedy,Family,7.1,337759
381061,1,Casino Royale,2006,FAIL,117891227,193439856.0,689276488.0,"Action,Adventure,Thriller",Action,Adventure,Thriller,8.0,546092
206634,3,Children of Men,2006,PASS,87840522,41091314.0,80270290.0,"Drama,Sci-Fi,Thriller",Drama,Sci-Fi,Thriller,7.9,435408
479884,0,Crank,2006,FAIL,13869556,32175530.0,50768266.0,"Action,Crime,Thriller",Action,Crime,Thriller,6.9,224350
783238,3,"Dead Girl, The",2006,PASS,3814128,22971.0,22971.0,"Crime,Drama,Mystery",Crime,Drama,Mystery,6.6,13972
407887,1,"Departed, The",2006,FAIL,104021671,154080367.0,335803963.0,"Crime,Drama,Thriller",Crime,Drama,Thriller,8.5,1098282
457430,3,El laberinto del fauno (Pan's Labyrinth),2006,PASS,18492742,43497951.0,100602327.0,"Drama,Fantasy,War",Drama,Fantasy,War,8.2,581572
449010,1,Eragon,2006,FAIL,115579635,86719588.0,288357452.0,"Action,Adventure,Family",Action,Adventure,Family,5.1,118128
457572,2,Fido,2006,FAIL,9246371,344554.0,485204.0,"Comedy,Drama,Horror",Comedy,Drama,Horror,6.7,27297
424095,0,Flushed Away,2006,FAIL,172213656,74740347.0,205345335.0,"Adventure,Animation,Comedy",Adventure,Animation,Comedy,6.6,104752
414993,3,"Fountain, The",2006,FAIL,40452872,11724410.0,17870505.0,"Drama,Mystery,Romance",Drama,Mystery,Romance,7.2,218496
436331,3,Friends with Money,2006,PASS,7512676,15451191.0,20247613.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,5.8,24874
464049,1,"History Boys, The",2006,FAIL,4276446,3155666.0,15517247.0,"Comedy,Drama,Romance",Comedy,Drama,Romance,6.8,19587
468492,3,"Host, The",2006,PASS,57789817,30771576.0,67253922.0,"Action,Drama,Horror",Action,Drama,Horror,7.0,87697
