bechdel_rating,title,year,binary,budget_2013$,domgross_2013$,intgross_2013$,genres,averageRating,numVotes
3,Knocked Up,2007,PASS,30897446,167140312.0,246229599.0,"Comedy,Romance",6.9,335588
3,Lars and the real Girl,2007,PASS,14044294,6692364.0,11857251.0,"Comedy,Drama,Romance",7.3,132678
1,Live Free or Die Hard,2007,FAIL,123589783,151149634.0,430914277.0,"Action,Thriller",7.1,374662
3,"Messengers, The",2007,PASS,17976696,39745163.0,60418363.0,"Horror,Mystery,Thriller",5.4,36906
2,Michael Clayton,2007,FAIL,24156185,55091699.0,104475669.0,"Crime,Drama,Mystery",7.2,149967
3,"Mist, The",2007,PASS,14606065,28755697.0,61544892.0,"Horror,Sci-Fi",7.1,264958
3,Music and Lyrics,2007,FAIL,44941739,56820503.0,162937935.0,"Comedy,Music,Romance",6.5,92621
3,No Country for Old Men,2007,FAIL,28088587,83449513.0,184318713.0,"Crime,Drama,Thriller",8.1,782396
3,No Reservations,2007,PASS,31459218,48433689.0,102990511.0,"Comedy,Drama,Romance",6.3,67344
1,"Number 23, The",2007,FAIL,35953391,39541053.0,87179297.0,"Crime,Mystery,Thriller",6.4,186161
3,Persepolis,2007,PASS,8201867,4992356.0,25552185.0,"Animation,Biography,Drama",8.0,83208
3,Pirates of the Caribbean: At World&#39;s End,2007,PASS,337063045,347647302.0,1079721346.0,"Action,Adventure,Fantasy",7.1,564427
3,Premonition,2007,PASS,22470870,53764481.0,91525361.0,"Drama,Fantasy,Mystery",5.9,70109
1,Ratatouille,2007,FAIL,168531522,231950669.0,703955827.0,"Adventure,Animation,Comedy",8.0,592587
3,Resident Evil: Extinction,2007,PASS,50559457,56905993.0,164220396.0,"Action,Horror,Sci-Fi",6.3,175321
1,Rush Hour 3,2007,FAIL,202237827,157437618.0,284285677.0,"Action,Comedy,Crime",6.2,144030
3,"Savages, The",2007,PASS,10111891,7441321.0,11956776.0,"Comedy,Drama",7.1,34683
1,Shooter,2007,FAIL,67412609,52810568.0,107527136.0,"Action,Drama,Thriller",7.2,295371
3,Shrek the Third,2007,PASS,179766957,362589890.0,907071412.0,"Adventure,Animation,Comedy",6.0,261163
2,"Signal, The",2007,FAIL,56177,282178.0,456495.0,"Horror,Sci-Fi,Thriller",6.1,19748
3,"Simpsons Movie, The",2007,PASS,81456903,205760152.0,592187212.0,"Adventure,Animation,Comedy",7.3,295830
3,St. Trinian&#39;s,2007,PASS,12808396,16853.0,25219695.0,"Comedy,Family",5.8,20616
3,Stardust,2007,PASS,78648044,43408033.0,152303819.0,"Adventure,Family,Fantasy",7.6,241486
1,Sunshine,2007,FAIL,44941739,4144258.0,35987783.0,"Sci-Fi,Thriller",7.2,222714
3,Superbad,2007,FAIL,19662011,136469216.0,190848721.0,Comedy,7.6,491462
3,Sydney White,2007,PASS,18538467,13361645.0,15321020.0,"Comedy,Drama,Romance",6.2,44125
3,Teeth,2007,FAIL,2247087,390519.0,2641047.0,"Comedy,Fantasy,Horror",5.4,39662
0,There Will Be Blood,2007,FAIL,28088587,45191743.0,86747344.0,Drama,8.1,472810
1,TMNT,2007,FAIL,39324022,60838866.0,107968055.0,"Action,Adventure,Animation",6.2,58978
3,Transformers,2007,FAIL,169655066,358686980.0,795775055.0,"Action,Adventure,Sci-Fi",7.0,574870
3,Tropa de Elite,2007,PASS,7345604,9824.0,16088238.0,"Action,Crime,Drama",8.1,93390
3,"Visitor, The",2007,FAIL,4494174,10591674.0,21543741.0,Drama,7.6,40414
3,Waitress,2007,PASS,1685315,21456928.0,24961971.0,"Comedy,Drama,Romance",7.0,42096
0,We Own the Night,2007,FAIL,31459218,32091974.0,62140782.0,"Crime,Drama,Thriller",6.8,81051
0,300,2006,FAIL,69347781,243427977.0,524918705.0,"Action,Drama,Fantasy",7.7,700657
1,A Scanner Darkly,2006,FAIL,23115927,6358748.0,8558769.0,"Animation,Crime,Drama",7.1,101862
3,Akeelah and the Bee,2006,PASS,9246371,21784947.0,21913233.0,"Drama,Family",7.3,17444
2,"Ant Bully, The",2006,FAIL,52010836,32527039.0,57340095.0,"Adventure,Animation,Comedy",5.8,35084
3,Aquamarine,2006,PASS,13869556,21494740.0,26558990.0,"Comedy,Family,Fantasy",5.3,36075
3,Black Christmas,2006,PASS,10402167,18765207.0,18765207.0,Horror,4.6,23275
1,Blood Diamond,2006,FAIL,115579635,66317186.0,198077969.0,"Adventure,Drama,Thriller",8.0,469293
1,"Bon Cop, Bad Cop",2006,FAIL,9246371,14645442.0,14645442.0,"Action,Comedy,Crime",6.8,11305
1,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006,FAIL,20804334,148526717.0,302324822.0,Comedy,7.3,336460
1,"Break Up, The",2006,FAIL,60101410,137316349.0,234562168.0,"Comedy,Drama,Romance",5.8,118867
3,Bug,2006,PASS,4623185,8098328.0,8098328.0,"Drama,Thriller",6.1,31604
1,Cars,2006,FAIL,80905744,282110219.0,533594150.0,"Animation,Comedy,Family",7.1,337759
1,Casino Royale,2006,FAIL,117891227,193439856.0,689276488.0,"Action,Adventure,Thriller",8.0,546092
3,Children of Men,2006,PASS,87840522,41091314.0,80270290.0,"Drama,Sci-Fi,Thriller",7.9,435408
3,Clerks II,2006,FAIL,5778982,27910249.0,29928737.0,Comedy,7.3,125701
0,Crank,2006,FAIL,13869556,32175530.0,50768266.0,"Action,Crime,Thriller",6.9,224350
1,"Da Vinci Code, The",2006,FAIL,144474543,251427474.0,887444081.0,"Mystery,Thriller",6.6,377700
0,Das Leben Der Anderen,2006,FAIL,2311593,13042765.0,93847250.0,"Drama,Thriller",8.4,329901
3,"Dead Girl, The",2006,PASS,3814128,22971.0,22971.0,"Crime,Drama,Mystery",6.6,13972
1,"Departed, The",2006,FAIL,104021671,154080367.0,335803963.0,"Crime,Drama,Thriller",8.5,1098282
3,"Devil Wears Prada, The",2006,PASS,40452872,144174568.0,377426561.0,"Comedy,Drama",6.9,345763
3,DOA: Dead or Alive,2006,PASS,34673890,555145.0,8964615.0,"Action,Adventure",4.8,41995
3,El laberinto del fauno (Pan's Labyrinth),2006,PASS,18492742,43497951.0,100602327.0,"Drama,Fantasy,War",8.2,581572
1,Eragon,2006,FAIL,115579635,86719588.0,288357452.0,"Action,Adventure,Family",5.1,118128
2,Fido,2006,FAIL,9246371,344554.0,485204.0,"Comedy,Drama,Horror",6.7,27297
3,Final Destination 3,2006,PASS,28894909,62526330.0,130371575.0,Horror,5.8,122799
0,Flushed Away,2006,FAIL,172213656,74740347.0,205345335.0,"Adventure,Animation,Comedy",6.6,104752
3,For Your Consideration,2006,PASS,13869556,6414581.0,6414581.0,Comedy,6.3,13277
3,"Fountain, The",2006,FAIL,40452872,11724410.0,17870505.0,"Drama,Mystery,Romance",7.2,218496
3,Friends with Money,2006,PASS,7512676,15451191.0,20247613.0,"Comedy,Drama,Romance",5.8,24874
3,"Grudge 2, The",2006,PASS,23115927,45242306.0,81765471.0,"Horror,Thriller",5.0,44944
1,"History Boys, The",2006,FAIL,4276446,3155666.0,15517247.0,"Comedy,Drama,Romance",6.8,19587
3,"Holiday, The",2006,PASS,98242689,73138793.0,237158227.0,"Comedy,Romance",6.9,223454
3,"Host, The",2006,PASS,57789817,30771576.0,67253922.0,"Action,Drama,Horror",7.0,87697
1,Ice Age: The Meltdown,2006,FAIL,86684726,225762418.0,753462808.0,"Adventure,Animation,Comedy",6.8,239579
3,Idlewild,2006,PASS,17336945,14643840.0,14643840.0,"Crime,Drama,Musical",6.2,5021
0,"Illusionist, The",2006,FAIL,19070640,46080031.0,96846559.0,"Drama,Fantasy,History",7.6,340033
3,Inside Man,2006,FAIL,57789817,102443127.0,213399577.0,"Crime,Drama,Mystery",7.6,317699
1,Jackass Number Two,2006,FAIL,12713760,84117369.0,98564824.0,"Action,Comedy,Documentary",7.0,63558
2,Lady in the Water,2006,FAIL,86684726,48873044.0,84124832.0,"Drama,Fantasy,Mystery",5.5,91677
3,"Lake House, The",2006,FAIL,46231854,60482951.0,132720223.0,"Drama,Fantasy,Romance",6.8,132097
3,Last Holiday,2006,PASS,52010836,44382535.0,50095967.0,"Comedy,Romance",6.4,26456
1,Letters from Iwo Jima,2006,FAIL,15025353,15899229.0,79468028.0,"Action,Adventure,Drama",7.9,147659
3,Little Children,2006,PASS,16181149,6314137.0,17063043.0,"Drama,Romance",7.5,101571
3,Little Miss Sunshine,2006,PASS,9246371,69221912.0,116216452.0,"Comedy,Drama",7.8,415161
1,Lucky Number Slevin,2006,FAIL,31206501,26000177.0,64141457.0,"Crime,Drama,Mystery",7.7,290294
1,Man of the Year,2006,FAIL,23115927,43275535.0,47783141.0,"Comedy,Drama,Romance",6.2,30719
3,Marie Antoinette,2006,PASS,46231854,18449366.0,70344622.0,"Biography,Drama,History",6.4,94437
3,Miss Potter,2006,PASS,34673890,3473867.0,41482984.0,"Biography,Drama",6.9,26869
3,Monster House,2006,PASS,86684726,85137126.0,163276310.0,"Adventure,Animation,Comedy",6.6,91749
0,Nacho Libre,2006,FAIL,36985483,92692547.0,114766488.0,"Comedy,Family,Sport",5.7,76702
3,Night at the Museum,2006,PASS,127137598,289946849.0,663982857.0,"Adventure,Comedy,Family",6.4,292237
3,Notes on a Scandal,2006,PASS,31784400,20238130.0,57503632.0,"Crime,Drama,Romance",7.4,71795
2,Once,2006,FAIL,173369,10917487.0,21956864.0,"Drama,Music,Romance",7.8,106000
1,Open Season,2006,FAIL,98242689,98364347.0,219487695.0,"Adventure,Animation,Comedy",6.1,80418
3,"Painted Veil, The",2006,FAIL,22422449,9316281.0,17474248.0,"Drama,Romance",7.5,86096
3,Paris je t&#39;aime,2006,FAIL,15025353,5614135.0,5614135.0,"Comedy,Drama,Romance",7.3,68456
3,Perfume: The Story of a Murderer,2006,PASS,73624227,2569674.0,154418394.0,"Crime,Drama",7.5,222666
2,Pirates of the Caribbean: Dead Man&#39;s Chest,2006,FAIL,260054178,489266869.0,1225855881.0,"Action,Adventure,Fantasy",7.3,621342
2,Poseidon,2006,FAIL,184927415,70127732.0,209979090.0,"Action,Adventure,Drama",5.6,93360
1,"Prestige, The",2006,FAIL,46231854,61361102.0,124705810.0,"Drama,Mystery,Sci-Fi",8.5,1089180
0,"Pursuit of Happyness, The",2006,FAIL,63568799,187916346.0,355205844.0,"Biography,Drama",8.0,413052
3,"Queen, The",2006,FAIL,17336945,65235123.0,148965821.0,"Biography,Drama,History",7.3,98982
3,Quinceanera,2006,PASS,462319,1956408.0,2915828.0,Drama,7.0,3928
3,Rang De Basanti,2006,PASS,6125721,2540087.0,33746588.0,"Comedy,Drama",8.2,102672
3,Running with Scissors,2006,PASS,13869556,7928763.0,10063173.0,"Comedy,Drama",6.2,21401
3,She&#39;s the Man,2006,FAIL,28894909,39168966.0,63891969.0,"Comedy,Romance,Sport",6.3,138816
3,Sherrybaby,2006,FAIL,2311593,230207.0,719837.0,Drama,6.6,11193
3,Shortbus,2006,PASS,2311593,2294593.0,2294593.0,"Comedy,Drama",6.4,30712
3,Silent Hill,2006,PASS,57789817,54302354.0,115559561.0,Horror,6.5,204941
3,Slither,2006,PASS,17625894,9018043.0,14944843.0,"Comedy,Horror,Sci-Fi",6.4,70493
3,Smokin&#39; Aces,2006,FAIL,19648538,41218854.0,64779219.0,"Action,Crime,Drama",6.7,132493
3,Snakes on a Plane,2006,PASS,38141279,39321133.0,71683430.0,"Action,Crime,Thriller",5.4,127273
3,Southland Tales,2006,PASS,19648538,318283.0,421411.0,"Comedy,Drama,Mystery",5.4,35466
3,Stick It,2006,PASS,23115927,31103330.0,35135878.0,"Comedy,Drama,Sport",6.4,25455
3,Stranger Than Fiction,2006,PASS,34673890,46734845.0,52282667.0,"Comedy,Drama,Fantasy",7.6,209576
1,Superman Returns,2006,FAIL,268144752,231297965.0,451770741.0,"Action,Sci-Fi",6.0,262585
3,Take the Lead,2006,PASS,34673890,40154753.0,75578093.0,"Drama,Music",6.6,23968
1,Ultraviolet,2006,FAIL,34673890,21407734.0,23950486.0,"Action,Adventure,Crime",4.4,77148
3,Volver,2006,PASS,10864486,14909619.0,98936014.0,"Comedy,Drama",7.6,89237
1,We Are Marshall,2006,FAIL,75126763,50329573.0,50329573.0,"Drama,Sport",7.1,54409
3,When a Stranger Calls,2006,PASS,17336945,55316660.0,77374176.0,"Horror,Thriller",5.1,40758
1,"Wind That Shakes the Barley, The",2006,FAIL,9593110,2114116.0,29669493.0,"Drama,War",7.5,43012
1,Wristcutters: A Love Story,2006,FAIL,1155796,515676.0,531824.0,"Comedy,Drama,Fantasy",7.3,51605
3,X-Men: The Last Stand,2006,PASS,242717233,270875277.0,530926095.0,"Action,Sci-Fi",6.7,460602
1,"You, Me and Dupree",2006,FAIL,62413003,87611686.0,150718167.0,"Comedy,Romance",5.6,75648
3,Zoom,2006,PASS,40452872,13857222.0,14454606.0,"Action,Adventure,Comedy",4.3,17537
3,Zwartboek,2006,PASS,25427520,5083807.0,31481990.0,"Drama,Thriller,War",7.7,69181
3,"40 Year Old Virgin, The",2005,FAIL,31018861,130576566.0,211596412.0,"Comedy,Romance",7.1,370706
1,"Adventures of Sharkboy and Lavagirl 3-D, The",2005,FAIL,59651656,46740275.0,82827477.0,"Action,Adventure,Comedy",3.5,28121
3,AEon Flux,2005,PASS,65616822,30849435.0,57209924.0,"Action,Adventure,Crime",5.4,120152
3,"Amityville Horror, The",2005,PASS,22071113,77825570.0,130250195.0,Horror,6.0,100501
3,Assault on Precinct 13,2005,PASS,35790994,23909452.0,42997982.0,"Action,Crime,Drama",6.3,71306
3,"Ballad of Jack and Rose, The",2005,PASS,1789550,849790.0,1343663.0,Drama,6.6,10642
1,Batman Begins,2005,FAIL,178954969,244981925.0,445357804.0,"Action,Adventure",8.2,1218267
3,Beauty Shop,2005,PASS,29825828,43368365.0,45754431.0,Comedy,5.5,15472
3,Bewitched,2005,PASS,95442650,75534696.0,156477397.0,"Comedy,Fantasy,Romance",4.8,66009
3,BloodRayne,2005,FAIL,29825828,2869746.0,4301386.0,"Action,Adventure,Fantasy",2.9,33119
2,Boogeyman,2005,FAIL,23860663,55777141.0,80163307.0,"Drama,Horror,Mystery",4.2,28804
3,Boynton Beach Club,2005,PASS,3459796,3731178.0,3731178.0,"Comedy,Romance",6.4,875
1,Brick,2005,FAIL,536865,2476430.0,4876515.0,"Action,Crime,Drama",7.3,95912
2,Brokeback Mountain,2005,FAIL,16583160,99073958.0,207704444.0,"Drama,Romance",7.7,304314
3,Capote,2005,FAIL,8351232,34300335.0,59561080.0,"Biography,Crime,Drama",7.3,118683
3,Charlie and the Chocolate Factory,2005,PASS,178954969,246312517.0,566045396.0,"Adventure,Comedy,Family",6.6,396372
3,Chinjeolhan geumjassi,2005,PASS,5368649,252526.0,28002720.0,"Crime,Drama,Thriller",7.6,65676
3,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The",2005,PASS,214745963,348020836.0,893351507.0,"Adventure,Family,Fantasy",6.9,344895
2,Cinderella Man,2005,FAIL,104986915,73550386.0,129491710.0,"Biography,Drama,Sport",8.0,168224
3,Coach Carter,2005,PASS,53686491,80249227.0,91469619.0,"Biography,Drama,Sport",7.3,114474
3,"Constant Gardener, The",2005,PASS,30422345,40061811.0,96730885.0,"Drama,Mystery,Romance",7.4,126728
1,Constantine,2005,FAIL,89477485,90642097.0,275453129.0,"Action,Fantasy,Horror",7.0,284548
0,Conversations with Other Women,2005,FAIL,536865,452658.0,1084540.0,"Comedy,Drama,Romance",7.0,11525
3,Corpse Bride,2005,FAIL,35790994,63659187.0,136925192.0,"Animation,Drama,Family",7.3,226932
3,Cursed,2005,PASS,41756160,23019456.0,29962909.0,"Comedy,Horror",5.0,29241
1,Danny the dog,2005,FAIL,51300425,29274195.0,58503506.0,"Action,Crime,Drama",7.0,94914
3,Dark Water,2005,PASS,71581988,30390244.0,59023039.0,"Drama,Horror,Mystery",5.6,57661
1,Dear Wendy,2005,FAIL,9544265,27566.0,532615.0,"Comedy,Crime,Drama",6.6,9614
3,"Descent, The",2005,PASS,8351232,31048038.0,68038213.0,"Adventure,Horror,Thriller",7.2,187849
3,"Devil&#39;s Rejects, The",2005,PASS,8351232,20335227.0,24982624.0,Horror,6.8,87949
3,Domino,2005,PASS,59651656,12132195.0,27403019.0,"Action,Biography,Crime",5.9,62878
1,Doom,2005,FAIL,83512319,33658253.0,65154327.0,"Action,Adventure,Fantasy",5.2,101135
3,"Exorcism of Emily Rose, The",2005,PASS,21474596,89563925.0,172497916.0,"Drama,Horror,Thriller",6.7,112514
1,Fantastic Four,2005,FAIL,104390399,184557548.0,394556433.0,"Action,Adventure,Fantasy",5.7,300347
3,Flightplan,2005,PASS,65616822,107023409.0,269275914.0,"Action,Drama,Mystery",6.3,145354
3,"Fog, The",2005,PASS,21474596,35207734.0,44200119.0,Horror,3.7,33498
3,Fun with Dick and Jane,2005,PASS,167024638,131889812.0,240751838.0,"Comedy,Crime",6.1,126799
1,"Good Night, and Good Luck.",2005,FAIL,8351232,37581997.0,67510048.0,"Biography,Drama,History",7.4,91038
3,Hard Candy,2005,PASS,1133381,1222429.0,9862884.0,"Drama,Thriller",7.1,148250
1,Harry Potter and the Goblet of Fire,2005,FAIL,178954969,345995160.0,1070044630.0,"Adventure,Family,Fantasy",7.7,499026
3,Herbie Fully Loaded,2005,PASS,59651656,78752930.0,171928818.0,"Adventure,Comedy,Family",4.8,42742
3,Hide and Seek,2005,PASS,29825828,60964573.0,146862958.0,"Drama,Horror,Mystery",6.0,78733
2,Hitch,2005,FAIL,65616822,212102508.0,437585770.0,"Comedy,Romance",6.6,281536
1,"Hitchhiker&#39;s Guide to the Galaxy, The",2005,FAIL,53686491,60867491.0,124098247.0,"Adventure,Comedy,Sci-Fi",6.7,179342
3,Hoodwinked!,2005,PASS,20878080,61305929.0,131046803.0,"Animation,Comedy,Crime",6.4,53458
1,Hostel,2005,FAIL,5726559,56462050.0,98116369.0,Horror,5.9,161206
3,Hustle &amp; Flow,2005,FAIL,3340493,26488687.0,28112307.0,"Crime,Drama,Music",7.3,37100
3,Ice Princess,2005,PASS,29825828,29087739.0,30699527.0,"Comedy,Drama,Family",6.0,23278
3,"Island, The",2005,PASS,143163975,42733150.0,194486964.0,"Action,Sci-Fi,Thriller",6.8,290360
2,"Jacket, The",2005,FAIL,34001444,7517458.0,18435915.0,"Drama,Fantasy,Mystery",7.1,104572
0,Jarhead,2005,FAIL,85898385,74740591.0,115661627.0,"Action,Biography,Drama",7.0,163695
3,Junebug,2005,PASS,1193033,3194955.0,4244757.0,"Comedy,Drama",6.9,21434
3,Just Like Heaven,2005,PASS,69195921,57645130.0,120123026.0,"Comedy,Drama,Fantasy",6.7,94271
0,King Kong,2005,FAIL,246957858,260176695.0,656785445.0,"Action,Adventure,Drama",7.2,372088
0,Kingdom of Heaven,2005,FAIL,131233644,56547877.0,261099301.0,"Action,Adventure,Drama",7.2,253409
1,Kiss Kiss Bang Bang,2005,FAIL,17895497,5053494.0,15635698.0,"Action,Comedy,Crime",7.5,204786
1,"Legend of Zorro, The",2005,FAIL,95442650,54372886.0,168784763.0,"Action,Adventure,Romance",5.9,87455
2,Lord of War,2005,FAIL,50107391,28811311.0,74138215.0,"Action,Crime,Drama",7.6,280978
0,Madagascar,2005,FAIL,89477485,230965870.0,663994001.0,"Adventure,Animation,Comedy",6.9,339617
3,Man of the House,2005,PASS,59651656,23502402.0,26365681.0,"Comedy,Crime",5.4,21950
3,Match Point,2005,PASS,17895497,27547047.0,104974897.0,"Drama,Romance,Thriller",7.6,194028
3,Me and You and Everyone We Know,2005,PASS,2386066,4635094.0,10051933.0,"Comedy,Drama",7.3,33643
3,Memoirs of a Geisha,2005,PASS,101407816,68015836.0,192687798.0,"Drama,Romance",7.4,132881
3,MirrorMask,2005,PASS,4772133,1031925.0,1149158.0,"Adventure,Fantasy",6.8,21841
3,Miss Congeniality 2: Armed &amp; Fabulous,2005,PASS,71581988,57835867.0,120952557.0,"Action,Comedy,Crime",5.1,65384
2,Mr. &amp; Mrs. Smith,2005,FAIL,131233644,222305354.0,570671028.0,"Action,Comedy,Crime",6.5,424168
1,Munich,2005,FAIL,89477485,56524824.0,155427270.0,"Biography,Crime,Drama",7.5,200835
2,Must Love Dogs,1997,FAIL,50793334,63701899.0,85470471.0,"Comedy,Romance",5.9,29431
3,"New World, The",2005,FAIL,35790994,15165948.0,31238857.0,"Biography,Drama,History",6.7,79290
3,North Country,2005,PASS,35790994,21861428.0,30093356.0,Drama,7.3,37667
1,Oliver Twist,2005,FAIL,77547153,2470676.0,31819291.0,"Crime,Drama",6.8,29468
3,Pride and Prejudice,2005,PASS,33404928,45779857.0,144259786.0,"Drama,Romance",7.8,234543
3,Proof,2005,PASS,23860663,8989900.0,9883481.0,"Drama,Mystery",6.7,41450
3,Red Eye,2005,PASS,31018861,69066839.0,114001241.0,"Action,Mystery,Thriller",6.4,106713
3,Rent,2005,PASS,47721325,34690477.0,37784099.0,"Drama,Musical,Romance",6.9,47054
3,"Ring Two, The",2005,PASS,59651656,90600996.0,193201845.0,"Horror,Mystery",5.4,87236
1,Robots,2005,FAIL,95442650,152946861.0,311023751.0,"Adventure,Animation,Comedy",6.3,124459
3,Saw II,2005,FAIL,5965166,103823819.0,182444702.0,"Horror,Mystery",6.6,220710
3,Serenity,2005,PASS,46528292,30439664.0,45949095.0,"Action,Adventure,Sci-Fi",7.8,273064
2,Shopgirl,2005,FAIL,8947748,12269777.0,14028182.0,"Drama,Romance",6.3,22786
3,Sin City,2005,PASS,47721325,88408312.0,189398567.0,"Crime,Thriller",8.0,720449
3,Sisters in Law,2005,PASS,357910,39742.0,39742.0,Documentary,7.5,330
3,"Skeleton Key, The",2005,PASS,47721325,57155491.0,110065560.0,"Drama,Horror,Mystery",6.5,101119
3,Sky High,2005,PASS,71581988,76281887.0,97384257.0,"Adventure,Comedy,Family",6.1,73411
1,Son of the Mask,2005,FAIL,119303313,20303541.0,71484662.0,"Comedy,Family,Fantasy",2.2,49806
2,"Squid and the Whale, The",2005,FAIL,1789550,8795916.0,13351738.0,"Comedy,Drama",7.3,70349
1,Star Wars: Episode III - Revenge of the Sith,2005,FAIL,137198810,453675396.0,1012883787.0,"Action,Adventure,Fantasy",7.5,652006
1,Stealth,2005,FAIL,164638572,38316342.0,91167710.0,"Action,Adventure,Sci-Fi",5.1,49995
3,Strangers with Candy,2005,PASS,2386066,2472734.0,2478937.0,Comedy,6.0,7619
1,Thank You for Smoking,2005,FAIL,8947748,29579478.0,47741203.0,"Comedy,Drama",7.6,207332
3,Transamerica,2005,PASS,1193033,10755555.0,19748472.0,"Adventure,Comedy,Drama",7.4,39217
2,Tristram Shandy: A Cock and Bull Story,2005,FAIL,5666907,1495363.0,3652785.0,Comedy,6.7,12032
3,V for Vendetta,2005,PASS,59651656,84122001.0,154177511.0,"Action,Drama,Sci-Fi",8.2,966788
3,Waiting...,2005,PASS,1342162,19237114.0,22277835.0,Comedy,6.8,84980
3,Walk the Line,2005,PASS,34597961,142590606.0,223941260.0,"Biography,Drama,Music",7.8,217197
3,War of the Worlds,2005,FAIL,157480373,279504224.0,723976090.0,"Adventure,Sci-Fi",6.5,393215
3,Water,2005,PASS,3579099,6596452.0,9686481.0,Drama,7.7,13752
3,"Wedding Date, The",2005,PASS,17895497,37851356.0,56281383.0,"Comedy,Romance",6.2,45873
1,White Noise,2005,FAIL,11930331,66922430.0,109871622.0,"Drama,Horror,Mystery",5.5,45723
3,"Yours, Mine and Ours",2005,PASS,53686491,63660149.0,86327778.0,"Comedy,Family,Fantasy",5.5,25286
0,Zathura: A Space Adventure,2005,FAIL,77547153,33459258.0,69846769.0,"Action,Adventure,Comedy",6.1,85647
3,13 Going on 30,2004,PASS,36995786,70464299.0,118928779.0,"Comedy,Fantasy,Romance",6.1,153087
3,2046,2004,PASS,14798315,1778681.0,23680825.0,"Drama,Romance,Sci-Fi",7.4,47587
2,50 First Dates,2004,FAIL,92489466,148941129.0,242105970.0,"Comedy,Drama,Romance",6.8,308456
3,A Cinderella Story,2004,PASS,23430665,63433191.0,86407246.0,"Comedy,Family,Romance",5.9,76176
3,A Home at the End of The World,2004,FAIL,8015754,1268976.0,1274887.0,"Drama,Romance",6.7,12883
3,A Very Long Engagement,2004,PASS,67825608,7606108.0,73506419.0,"Drama,Mystery,Romance",7.6,68650
3,Anchorman: The Legend of Ron Burgundy,2004,FAIL,30829822,103757037.0,110205951.0,Comedy,7.2,312838
1,Around the World in 80 Days,2004,FAIL,135651216,29601758.0,88795016.0,"Action,Adventure,Comedy",5.9,79914
1,"Aviator, The",2004,FAIL,135651216,126536475.0,264654077.0,"Biography,Drama",7.5,312792
3,AVP: Alien vs. Predator,2004,FAIL,86323501,99002076.0,212779439.0,"Action,Adventure,Horror",5.6,176016
0,Banlieue 13,2004,FAIL,18497893,1480098.0,13821985.0,"Action,Crime,Sci-Fi",7.2,63628
0,Before Sunset,2004,FAIL,2466386,7143667.0,13927421.0,"Drama,Romance",8.0,213157
2,"Bourne Supremacy, The",2004,FAIL,104821395,217149789.0,355883988.0,"Action,Mystery,Thriller",7.7,412247
3,Bridget Jones: The Edge of Reason,2004,PASS,61659644,49578078.0,325432881.0,"Comedy,Drama,Romance",6.0,98216
2,"Butterfly Effect, The",2004,FAIL,16031507,71432302.0,118444284.0,"Drama,Sci-Fi,Thriller",7.6,427390
3,Catwoman,2004,PASS,123319288,49577287.0,101301096.0,"Action,Crime,Fantasy",3.3,104196
3,Cellular,2004,PASS,55493679,39466636.0,75811746.0,"Action,Crime,Thriller",6.5,88973
2,"Chronicles of Riddick, The",2004,FAIL,147983145,71170953.0,132214001.0,"Action,Adventure,Sci-Fi",6.7,206177
3,Closer,2004,PASS,43161751,41913460.0,142404808.0,"Drama,Romance",7.2,192752
1,Collateral,2004,FAIL,73991573,123529118.0,268429281.0,"Crime,Drama,Thriller",7.5,339512
3,Connie and Carla,2004,PASS,24663858,9924151.0,9924151.0,"Comedy,Crime,Music",6.2,7609
3,Crash,2004,PASS,9006109,68238010.0,124765870.0,"Crime,Drama,Thriller",7.8,403993
3,D.E.B.S.,2004,PASS,4316175,119364.0,119364.0,"Action,Comedy,Romance",5.2,14005
3,Dawn of the Dead,2004,PASS,34529401,72746991.0,127577349.0,"Action,Horror",7.3,223068
3,"Day After Tomorrow, The",2004,PASS,154149110,230287423.0,686049183.0,"Action,Adventure,Sci-Fi",6.4,392503
3,Dodgeball: A True Underdog Story,2004,PASS,36995786,140986916.0,206919534.0,"Comedy,Sport",6.7,216879
3,Ella Enchanted,2004,PASS,43161751,28256983.0,28256983.0,"Comedy,Family,Fantasy",6.2,58156
2,Eternal Sunshine of the Spotless Mind,2004,FAIL,24663858,42380545.0,90014995.0,"Drama,Romance,Sci-Fi",8.3,840581
3,Eulogy,2004,PASS,12331929,86973.0,86973.0,"Comedy,Drama",6.6,8290
3,Finding Neverland,2004,PASS,30829822,63727222.0,141861709.0,"Biography,Drama,Family",7.7,192195
0,Flight of the Phoenix,2004,FAIL,92489466,25908371.0,41939879.0,"Action,Adventure,Drama",6.1,50116
3,Garden State,2004,PASS,3082982,33027761.0,44430462.0,"Comedy,Drama,Romance",7.4,202275
3,"Grudge, The",2004,PASS,12331929,136094379.0,230953737.0,"Horror,Mystery,Thriller",5.9,132951
3,Harold and Kumar Go to White Castle,2004,PASS,11098736,22475144.0,22475144.0,"Adventure,Comedy",7.1,173889
3,Harry Potter and the Prisoner of  Azkaban,2004,PASS,160315074,307729658.0,982470644.0,"Adventure,Family,Fantasy",7.9,500178
1,Hellboy,2004,FAIL,73991573,73527840.0,123102194.0,"Action,Adventure,Fantasy",6.8,294206
3,Home on the Range,2004,PASS,135651216,61692142.0,94317626.0,"Adventure,Animation,Comedy",5.3,18313
