bechdel_rating,title,year,binary,budget_2013$,domgross_2013$,intgross_2013$,genres,averageRating,numVotes
3,I Heart Huckabees,2004,PASS,27130243,15766017.0,24706665.0,Comedy,6.6,60746
1,"I, Robot",2004,FAIL,129485252,178567590.0,429892298.0,"Action,Crime,Drama",7.1,471673
1,In Good Company,2004,FAIL,32063015,56097638.0,78295110.0,"Comedy,Drama,Romance",6.4,52125
3,"Incredibles, The",2004,PASS,113453745,322407292.0,779510522.0,"Action,Adventure,Animation",8.0,615640
3,Kinsey,2004,PASS,13565122,12596630.0,16032690.0,"Biography,Drama,Romance",7.1,46124
0,Kung Fu Hustle,2004,FAIL,24663858,21093356.0,124558238.0,"Action,Comedy,Fantasy",7.7,118763
1,Layer Cake,2004,FAIL,8015754,2885618.0,14613600.0,"Action,Crime,Drama",7.3,156286
3,Lemony Snicket&#39;s A Series of Unfortunate Events,2004,PASS,123319288,146290116.0,248645124.0,"Adventure,Comedy,Family",6.8,186777
2,"Life Aquatic with Steve Zissou, The",2004,FAIL,61659644,29604924.0,42923407.0,"Action,Adventure,Comedy",7.3,168428
3,Maria Full of Grace,2004,PASS,3946217,8052286.0,17808733.0,"Crime,Drama",7.4,32998
3,Mean Girls,2004,PASS,22197472,106112827.0,161490339.0,Comedy,7.0,307947
3,Million Dollar Baby,2004,PASS,36995786,123926269.0,286120974.0,"Drama,Sport",8.1,595377
1,Miracle,2004,FAIL,34529401,79390606.0,79509747.0,"Biography,Drama,History",7.5,43922
3,My Summer of Love,2004,PASS,2096428,1234321.0,6106125.0,"Drama,Romance",6.7,18708
1,Napoleon Dynamite,2004,FAIL,493277,54927590.0,56878201.0,Comedy,6.9,187233
1,New York Minute,2004,FAIL,49327715,17287347.0,26163275.0,"Comedy,Crime,Family",4.9,20590
3,"Notebook, The",2004,FAIL,36995786,99890827.0,126127005.0,"Drama,Romance",7.8,484152
2,"Phantom of the Opera, The",2004,FAIL,67825608,63171287.0,195122925.0,"Drama,Musical,Romance",7.3,110993
1,"Polar Express, The",2004,FAIL,209642789,240410531.0,393449767.0,"Adventure,Animation,Comedy",6.6,157880
1,Primer,2004,FAIL,8632,523811.0,697797.0,"Drama,Sci-Fi,Thriller",6.9,91222
3,"Princess Diaries 2: Royal Engagement, The",2004,PASS,55493679,117337605.0,150537624.0,"Comedy,Family,Romance",5.8,68975
3,Raising Helen,2004,PASS,61659644,46226886.0,53446952.0,"Comedy,Drama,Romance",6.0,34236
3,Ray,2004,FAIL,49327715,92866817.0,153930950.0,"Biography,Drama,Music",7.7,129410
3,Resident Evil: Apocalypse,2004,PASS,61659644,62572303.0,159007986.0,"Action,Horror,Sci-Fi",6.2,177454
3,Saved!,2004,PASS,6165964,10958349.0,12613378.0,"Comedy,Drama",6.7,43379
2,Saw,2004,FAIL,1479831,68053804.0,127137678.0,"Horror,Mystery,Thriller",7.6,357430
1,Secret Window,2004,FAIL,49327715,59141502.0,113591309.0,"Drama,Mystery,Thriller",6.6,172317
1,Shark Tale,2004,FAIL,92489466,199052129.0,453599307.0,"Adventure,Animation,Comedy",6.0,157137
3,Shaun of the Dead,2004,PASS,6165964,16700976.0,37405681.0,"Comedy,Horror",7.9,478255
3,Shrek 2,2004,PASS,86323501,544117065.0,1155511754.0,"Adventure,Animation,Comedy",7.2,390201
3,Sideways,2004,PASS,20964279,88176131.0,135496025.0,"Comedy,Drama,Romance",7.5,171472
3,Sky Captain and the World of Tomorrow,2004,PASS,86323501,46565462.0,61327735.0,"Action,Adventure,Crime",6.0,79341
3,Spanglish,2004,PASS,92489466,51848757.0,67017030.0,"Comedy,Drama,Romance",6.4,74645
1,Spider-Man 2,2004,FAIL,246638575,460627734.0,966459425.0,"Action,Adventure,Sci-Fi",7.3,510349
3,"Stepford Wives, The",2004,PASS,123319288,73344915.0,118660249.0,"Comedy,Horror,Sci-Fi",5.3,57221
2,Team America: World Police,2004,FAIL,24663858,40417692.0,61998567.0,"Action,Comedy",7.2,152671
1,"Terminal, The",2004,FAIL,92489466,95047057.0,269667169.0,"Comedy,Drama,Romance",7.3,372758
1,Troy,2004,FAIL,184978932,164382856.0,597064223.0,"Drama,History",7.2,459647
3,Van Helsing,2004,PASS,209642789,148168797.0,370143515.0,"Action,Adventure,Fantasy",6.1,232413
3,Vera Drake,2004,PASS,13565122,4629167.0,16467879.0,"Crime,Drama",7.6,22665
3,"Village, The",2004,PASS,88398934,140827568.0,317721828.0,"Drama,Mystery,Thriller",6.5,230855
3,White Chicks,2004,PASS,24663858,85274051.0,137438109.0,"Comedy,Crime",5.6,121286
1,"Whole Ten Yards, The",2004,FAIL,36995786,20130602.0,32462531.0,"Comedy,Crime,Thriller",5.5,51851
3,Wimbledon,2004,PASS,43161751,20794820.0,51382801.0,"Comedy,Romance,Sport",6.3,57201
1,2 Fast 2 Furious,2003,FAIL,96222609,160945047.0,299075134.0,"Action,Crime,Thriller",5.9,236165
3,21 grams,2003,FAIL,25321739,20572268.0,75544402.0,"Crime,Drama,Thriller",7.7,214920
1,Big Fish,2003,FAIL,88626087,84109786.0,156276743.0,"Adventure,Drama,Fantasy",8.0,394372
3,Bon voyage,2003,PASS,25321739,2980024.0,10586685.0,"Comedy,Drama,Mystery",6.7,4601
3,Bruce Almighty,2003,PASS,102553043,307285628.0,612120077.0,"Comedy,Drama,Fantasy",6.7,351111
3,Charlie&#39;s Angels: Full Throttle,2003,PASS,151930435,127639706.0,287654957.0,"Action,Adventure,Comedy",4.9,114451
3,Cold Mountain,2003,PASS,101286957,121079205.0,204640944.0,"Adventure,Drama,History",7.2,133535
3,"Core, The",2003,PASS,107617391,39389560.0,93858357.0,"Action,Adventure,Sci-Fi",5.5,87131
1,Cradle 2 the Grave,2003,FAIL,31652174,43879701.0,71451544.0,"Action,Crime,Drama",5.8,39584
3,Daddy Day Care,2003,PASS,75965217,131861413.0,207999839.0,"Comedy,Family",5.5,59768
0,Daredevil,2003,FAIL,101286957,129829011.0,231418562.0,"Action,Crime",5.3,199528
1,Darkness Falls,2003,FAIL,8862609,41198066.0,41198066.0,"Fantasy,Horror,Mystery",5.0,29089
0,Dreamcatcher,2003,FAIL,86093913,42648478.0,95824131.0,"Drama,Horror,Sci-Fi",5.5,85548
3,Final Destination 2,2003,PASS,32918261,59375255.0,114450037.0,Horror,6.2,142760
1,Finding Nemo,2003,FAIL,119012174,481783272.0,1147664217.0,"Adventure,Animation,Comedy",8.1,885516
3,Freaky Friday,2003,PASS,32918261,139551191.0,203615191.0,"Comedy,Family,Fantasy",6.1,117032
3,Girl with a Pearl Earring,2003,PASS,15193043,14730114.0,54798208.0,"Biography,Drama,Romance",6.9,68860
3,Goodbye Lenin!,2003,PASS,8102957,5145199.0,100507729.0,"Comedy,Drama,Romance",7.7,130647
2,Holes,2003,FAIL,25321739,85313907.0,91644342.0,"Adventure,Comedy,Drama",7.0,71388
1,Hollywood Homicide,2003,FAIL,94956522,38245683.0,64706900.0,"Action,Comedy,Crime",5.3,34581
3,House of Sand and Fog,2003,PASS,20890435,16466075.0,20457336.0,"Crime,Drama",7.5,62486
3,How to Lose a Guy in 10 Days,2003,FAIL,63304348,133961521.0,224198644.0,"Comedy,Romance",6.4,194565
1,Hulk,2003,FAIL,173453913,167347872.0,310481535.0,"Action,Sci-Fi",5.6,242380
1,Identity,2003,FAIL,35450435,66002713.0,104051689.0,"Mystery,Thriller",7.3,212674
3,In the Cut,2003,PASS,15193043,5972708.0,29998216.0,"Mystery,Thriller",5.3,20727
1,"Italian Job, The",2003,FAIL,75965217,134364760.0,223164081.0,"Action,Crime,Thriller",7.0,326221
3,Jeepers Creepers II,2003,PASS,31652174,45102830.0,45102830.0,Horror,5.6,55108
0,"Jungle Book 2, The",2003,FAIL,25321739,60647568.0,171812557.0,"Adventure,Animation,Family",5.4,13976
3,Kill Bill: Vol. 1,2003,PASS,69634783,88750338.0,228019903.0,"Action,Crime,Thriller",8.1,927601
3,Lara Croft Tomb Raider: The Cradle of Life,2003,FAIL,113947826,83123367.0,198084062.0,"Action,Adventure,Fantasy",5.5,123707
0,"Last Samurai, The",2003,FAIL,177252174,140675650.0,578361911.0,"Action,Drama,War",7.7,375378
0,"League of Extraordinary Gentlemen, The",2003,FAIL,98754783,84150728.0,226965337.0,"Action,Adventure,Fantasy",5.8,159309
3,"Legally Blonde 2: Red, White &amp; Blonde",2003,PASS,31652174,114756967.0,158690184.0,Comedy,4.8,57865
3,Les triplettes de Belleville,2003,PASS,2532174,9244066.0,18282439.0,"Animation,Comedy,Drama",7.8,48354
1,"Lord of the Rings: The Return of the King, The",2003,FAIL,119012174,478385772.0,1445122625.0,"Adventure,Drama,Fantasy",8.9,1525752
3,Lost In Translation,2003,FAIL,5064348,56449060.0,142498954.0,Drama,7.7,380082
3,Love Actually,2003,PASS,56973913,75297075.0,313948928.0,"Comedy,Drama,Romance",7.6,390416
0,Master and Commander: The Far Side of the World,2003,FAIL,170921739,118918972.0,269565280.0,"Action,Adventure,Drama",7.4,191614
3,"Matrix Reloaded, The",2003,PASS,160793043,356471453.0,935102616.0,"Action,Sci-Fi",7.2,486533
3,"Matrix Revolutions, The",2003,PASS,139269565,176314964.0,537149747.0,"Action,Sci-Fi",6.7,422409
3,"Missing, The",2003,PASS,82295652,34058165.0,48432173.0,"Adventure,Thriller,Western",6.5,31487
3,Mona Lisa Smile,2003,PASS,82295652,80780273.0,178778023.0,Drama,6.5,73391
3,Monster,2003,PASS,6330435,43641017.0,73437720.0,"Biography,Crime,Drama",7.3,126610
3,Mystic River,2003,PASS,37982609,114118990.0,198566990.0,"Crime,Drama,Mystery",7.9,394168
3,Peter Pan,2003,PASS,126608696,61301208.0,120601727.0,"Adventure,Family,Fantasy",6.8,62486
3,Pirates of the Caribbean: The Curse of the Black Pearl,2003,FAIL,158260870,386677167.0,803907108.0,"Action,Adventure,Fantasy",8.0,975034
3,Pride and Prejudice,2003,PASS,35450435,48583127.0,153093346.0,"Comedy,Romance",5.1,2335
3,S.W.A.T.,2003,PASS,88626087,147977201.0,262275924.0,"Action,Adventure,Crime",6.0,132720
3,Scary Movie 3,2003,PASS,56973913,139269669.0,196496696.0,Comedy,5.5,130023
3,"School of Rock, The",2003,FAIL,25321739,102883716.0,166061455.0,"Comedy,Music",7.1,249426
1,Secondhand Lions,2003,FAIL,37982609,53265467.0,60648814.0,"Comedy,Drama,Family",7.5,49181
1,Shanghai Knights,2003,FAIL,63304348,76560557.0,111816793.0,"Action,Adventure,Comedy",6.2,95378
2,Shattered Glass,2003,FAIL,7596522,2795488.0,3713077.0,"Drama,History",7.1,31800
2,Sinbad: Legend of the Seven Seas,2003,FAIL,75965217,33530353.0,102259164.0,"Adventure,Animation,Family",6.7,45613
3,Something&#39;s Gotta Give,2003,FAIL,101286957,157862359.0,337646706.0,"Comedy,Drama,Romance",6.7,105058
3,Spy Kids 3-D: Game Over,2003,PASS,50643478,141498677.0,212515222.0,"Action,Adventure,Comedy",4.2,50671
3,Swimming Pool,2003,PASS,9875478,12825598.0,28412666.0,"Crime,Drama,Mystery",6.7,39924
3,Terminator 3: Rise of the Machines,2003,PASS,215234783,190366677.0,548289460.0,"Action,Sci-Fi",6.3,355554
3,Thirteen,2003,PASS,2532174,5825321.0,12035418.0,Drama,6.8,76551
1,Timeline,2003,FAIL,101286957,24664310.0,33808553.0,"Action,Adventure,Sci-Fi",5.6,57956
3,Undead,2003,PASS,949565,52158.0,290250.0,"Action,Comedy,Fantasy",5.4,12316
3,Underworld,2003,FAIL,27853913,65799413.0,121175229.0,"Action,Fantasy,Thriller",7.0,242141
3,Wrong Turn,2003,PASS,12660870,19520239.0,36272829.0,Horror,6.1,102699
3,X2 (X-Men 2),2003,PASS,158260870,272145004.0,516198274.0,"Action,Sci-Fi,Thriller",7.4,488642
2,25th Hour,2002,FAIL,5828306,16946895.0,32825657.0,Drama,7.6,163845
3,28 Days Later...,2002,PASS,10361434,58367141.0,107442412.0,"Drama,Horror,Sci-Fi",7.6,350841
3,8 femmes,2002,PASS,10361434,3984522.0,54885065.0,"Comedy,Crime,Musical",7.1,27378
1,8 Mile,2002,FAIL,53102348,151178596.0,314630213.0,"Drama,Music",7.1,232667
1,About Schmidt,2002,FAIL,38855376,84193406.0,137060380.0,"Comedy,Drama",7.1,118267
3,Adaptation,2002,FAIL,23960815,29139615.0,29139615.0,"Comedy,Drama",7.7,167123
2,"Adventures of Pluto Nash, The",2002,FAIL,129517922,5713168.0,9189290.0,"Action,Comedy,Sci-Fi",3.8,23299
3,All or Nothing,2002,PASS,11656613,238643.0,238643.0,Drama,7.5,9353
1,Antwone Fisher,2002,FAIL,16189740,27299975.0,30265212.0,"Biography,Drama",7.3,31043
1,Austin Powers in Goldmember,2002,FAIL,81596291,276025731.0,379148984.0,"Action,Adventure,Comedy",6.2,186524
3,"Banger Sisters, The",2002,PASS,12951792,39252065.0,49303870.0,"Comedy,Drama",5.6,13947
3,Bend It Like Beckham,2002,PASS,7253004,42149599.0,99379590.0,"Comedy,Drama,Romance",6.6,100215
1,Blade II,2002,FAIL,69939678,105786208.0,199896148.0,"Action,Horror,Sci-Fi",6.7,189660
3,Blue Crush,2002,PASS,38855376,51960544.0,66855105.0,"Drama,Romance,Sport",5.6,28821
1,"Bourne Identity, The",2002,FAIL,77710753,157324072.0,276261727.0,"Action,Mystery,Thriller",7.9,481030
3,Cabin Fever,2002,PASS,1942769,27403645.0,39310844.0,Horror,5.6,70819
1,Catch Me If You Can,2002,FAIL,67349319,213195306.0,454746230.0,"Biography,Crime,Drama",8.1,739961
3,Chicago,2002,PASS,38855376,221070926.0,398510478.0,"Comedy,Crime,Musical",7.1,203859
3,Crossroads,2002,PASS,15542151,48165989.0,73825215.0,"Comedy,Drama,Romance",3.5,37291
1,"Dangerous Lives of Altar Boys, The",2002,FAIL,15542151,2304492.0,2304492.0,"Comedy,Drama",7.0,12783
2,Death to Smoochy,2002,FAIL,64758961,10822278.0,10845911.0,"Comedy,Crime,Drama",6.3,37527
2,Die Another Day,2002,FAIL,183915449,208448913.0,559442481.0,"Action,Adventure,Thriller",6.1,194171
1,Drumline,2002,FAIL,25903584,73045727.0,73045727.0,"Comedy,Drama,Music",5.8,31912
1,Equilibrium,2002,FAIL,25903584,1541287.0,6923858.0,"Action,Drama,Sci-Fi",7.4,299152
3,Far from Heaven,2002,PASS,17484919,20595744.0,37596351.0,Drama,7.3,41781
2,Frida,2002,FAIL,15542151,33525714.0,72155308.0,"Biography,Drama,Romance",7.4,75719
3,Funny Ha Ha,2002,PASS,38855,99819.0,99819.0,"Comedy,Drama,Romance",6.4,2327
1,Gangs of New York,2002,FAIL,125632384,100674928.0,246602123.0,"Crime,Drama",7.5,378175
0,Gerry,2002,FAIL,9066255,329860.0,329860.0,"Adventure,Drama,Mystery",6.1,16960
3,"Good Girl, The",2002,PASS,10361434,18156206.0,21831701.0,"Drama,Romance",6.4,41659
3,Harry Potter and the Chamber of Secrets,2002,PASS,129517922,339321257.0,1138436153.0,"Adventure,Family,Fantasy",7.4,503600
3,High Crimes,2002,PASS,54397527,53805898.0,82607955.0,"Crime,Drama,Mystery",6.4,36407
3,"Hours, The",2002,PASS,32379480,53977881.0,125671845.0,"Drama,Romance",7.5,118188
1,I Spy,2002,FAIL,90662545,43467687.0,78073173.0,"Action,Adventure,Comedy",5.4,46922
0,Ice Age,2002,FAIL,84186649,228453301.0,500089862.0,"Adventure,Animation,Comedy",7.5,410845
2,Igby Goes Down,2002,FAIL,11656613,6187673.0,6187673.0,"Comedy,Drama",6.9,31121
3,"Importance of Being Earnest, The",2002,PASS,19427688,10851194.0,10851194.0,"Comedy,Drama,Romance",6.8,21199
1,Insomnia,2002,FAIL,59578244,87117875.0,147161499.0,"Drama,Mystery,Thriller",7.2,257136
3,Lilo and Stitch,2002,PASS,103614337,188800252.0,318355051.0,"Adventure,Animation,Comedy",7.2,154047
3,"Lord of the Rings: The Two Towers, The",2002,FAIL,121746846,443662324.0,1200694576.0,"Adventure,Drama,Fantasy",8.7,1379944
3,Maid in Manhattan,2002,PASS,71234857,121659935.0,212199853.0,"Comedy,Drama,Romance",5.2,79923
3,May,2002,PASS,2266564,188500.0,644143.0,"Drama,Horror",6.6,31338
1,Men in Black II,2002,FAIL,181325090,246626476.0,572168477.0,"Action,Adventure,Comedy",6.2,321397
1,Minority Report,2002,FAIL,132108280,170995666.0,464742312.0,"Action,Crime,Mystery",7.6,476889
2,Mr Deeds,2002,FAIL,64758961,163572654.0,221824742.0,"Comedy,Romance",5.8,128968
3,My Big Fat Greek Wedding,2002,PASS,6475896,312705749.0,456217193.0,"Comedy,Drama,Romance",6.5,114774
3,Panic Room,2002,PASS,62168602,123441416.0,254254517.0,"Crime,Drama,Thriller",6.8,241329
1,Phone Booth,2002,FAIL,14246971,60311590.0,126716628.0,"Crime,Thriller",7.0,239807
3,"Powerpuff Girls, The",2002,PASS,32379480,14780124.0,21274227.0,"Action,Adventure,Animation",6.5,8851
3,Queen of the Damned,2002,PASS,45331273,39254038.0,39254038.0,"Drama,Fantasy,Horror",5.3,50214
2,"Quiet American, The",2002,FAIL,25903584,16821330.0,34125645.0,"Drama,Romance,Thriller",7.0,26313
3,Rabbit-Proof Fence,2002,PASS,9066255,8029593.0,21845695.0,"Adventure,Biography,Drama",7.4,26242
3,Real Women Have Curves,2002,PASS,3885538,7580935.0,7580935.0,"Comedy,Drama",6.9,6699
1,Red Dragon,2002,FAIL,101023979,120393928.0,267396769.0,"Crime,Drama,Thriller",7.2,234781
1,Reign of Fire,2002,FAIL,77710753,55772984.0,106399210.0,"Action,Adventure,Fantasy",6.2,120855
3,Resident Evil,2002,PASS,45331273,51962213.0,134423285.0,"Action,Horror,Sci-Fi",6.7,234811
3,"Ring, The",2002,PASS,62168602,167199897.0,321487424.0,"Horror,Mystery",7.1,302562
3,"Rules of Attraction, The",2002,FAIL,5180717,8452031.0,15281897.0,"Comedy,Drama,Romance",6.7,48012
1,"Santa Clause 2, The",2002,FAIL,84186649,180322432.0,223840454.0,"Comedy,Family,Fantasy",5.6,45655
3,Scooby-Doo,2002,PASS,108795054,198543415.0,357850459.0,"Adventure,Comedy,Family",5.0,89847
1,Signs,2002,FAIL,91572563,295256424.0,528777236.0,"Drama,Mystery,Sci-Fi",6.7,321242
1,Snow Dogs,2002,FAIL,41445735,105104690.0,151403896.0,"Adventure,Comedy,Family",5.1,23854
1,Solaris,2002,FAIL,60873423,19388882.0,19388882.0,"Drama,Mystery,Romance",6.2,76103
1,Spider-Man,2002,FAIL,180029911,522872106.0,1064074398.0,"Action,Adventure,Sci-Fi",7.3,651091
1,Spirit: Stallion of the Cimarron,2002,FAIL,103614337,94826948.0,137956416.0,"Adventure,Animation,Drama",7.1,59081
3,Spun,2002,PASS,5828306,531336.0,1324514.0,"Comedy,Crime,Drama",6.8,35575
3,Spy Kids 2: Island of Lost Dreams,2002,PASS,49216810,111186338.0,155060534.0,"Action,Adventure,Comedy",5.1,56059
1,Star Trek: Nemesis,2002,FAIL,77710753,56022212.0,87182173.0,"Action,Adventure,Sci-Fi",6.4,69094
3,Star Wars: Episode II - Attack of the Clones,2002,FAIL,148945610,402382056.0,850538512.0,"Action,Adventure,Fantasy",6.6,585712
3,"Sweetest Thing, The",2002,PASS,55692706,31641581.0,57808305.0,"Comedy,Romance",5.2,52569
0,"Transporter, The",2002,FAIL,27198764,32763432.0,56895840.0,"Action,Crime,Thriller",6.8,272747
3,Treasure Planet,2002,FAIL,129517922,49372949.0,118897452.0,"Adventure,Animation,Family",7.2,92751
3,Tuck Everlasting,2002,PASS,19427688,24818223.0,25054743.0,"Drama,Family,Fantasy",6.6,20156
0,"Tuxedo, The",2002,FAIL,77710753,65517936.0,135255080.0,"Action,Comedy,Sci-Fi",5.4,74388
3,Two Weeks Notice,2002,PASS,77710753,120911349.0,257796757.0,"Comedy,Romance",6.1,99601
3,We Were Soldiers,2002,PASS,90662545,101179654.0,148502998.0,"Action,Drama,History",7.1,122855
3,Whale Rider,2002,PASS,5569271,26913392.0,51667906.0,"Drama,Family",7.5,37902
3,White Oleander,2002,PASS,20722867,21186244.0,28050694.0,Drama,7.1,28491
1,xXx,2002,FAIL,90662545,183824786.0,346071886.0,"Action,Adventure,Thriller",5.9,167661
1,A Beautiful Mind,2001,FAIL,102635985,224626742.0,418002230.0,"Biography,Drama",8.2,785802
2,A Knight&#39;s Tale,2001,FAIL,53949684,73797860.0,132403823.0,"Action,Adventure,Romance",6.9,159960
3,Along Came A Spider,2001,PASS,36843687,97449838.0,138373157.0,"Drama,Thriller",6.4,69975
1,American Outlaws,2001,FAIL,46054609,17454678.0,17454678.0,"Action,Western",6.0,13314
2,Antitrust,2001,FAIL,39475379,14428526.0,23507863.0,"Action,Crime,Drama",6.1,27633
1,Artificial Intelligence: AI,2001,FAIL,118426136,103447452.0,310408061.0,"Drama,Sci-Fi",7.2,277739
1,Atlantis: The Lost Empire,2001,FAIL,118426136,110600487.0,244811851.0,"Action,Adventure,Animation",6.9,94540
0,Black Hawk Down,2001,FAIL,125005366,142951853.0,210128869.0,"Drama,History,War",7.7,344654
1,Blow,2001,FAIL,39475379,69727697.0,109586673.0,"Biography,Crime,Drama",7.6,226936
3,Bridget Jones&#39;s Diary,2001,PASS,32896149,94083718.0,370446373.0,"Comedy,Drama,Romance",6.7,210272
3,Don&#39;t Say A Word,2001,PASS,65792298,72368206.0,137490616.0,"Drama,Mystery,Thriller",6.3,46334
3,Donnie Darko,2001,FAIL,5921307,1671811.0,10127447.0,"Drama,Sci-Fi,Thriller",8.0,706802
3,Dr. Dolittle 2,2001,PASS,94740909,148625750.0,231722738.0,"Comedy,Family,Fantasy",4.7,39577
3,Evolution,2001,PASS,105267677,50411551.0,129402834.0,"Comedy,Sci-Fi",6.1,114310
1,"Fast and the Furious, The",2001,FAIL,50002146,190155939.0,271738388.0,"Action,Crime,Thriller",6.8,326473
3,From Hell,2001,FAIL,46054609,41578506.0,90414888.0,"Horror,Mystery,Thriller",6.8,140793
3,Ghost World,2001,PASS,7237153,8181731.0,11528926.0,"Comedy,Drama",7.3,107930
3,"Glass House, The",2001,PASS,28948611,23621318.0,30082587.0,"Crime,Drama,Mystery",5.8,30081
3,Gosford Park,2001,PASS,23685227,54344576.0,54344576.0,"Comedy,Drama,Mystery",7.2,74835
3,Hannibal,2001,PASS,114478598,217235991.0,460678038.0,"Crime,Drama,Thriller",6.8,240085
3,Harry Potter and the Sorcerer&#39;s Stone,2001,PASS,164480745,417880504.0,1282627914.0,"Adventure,Family,Fantasy",7.6,581690
3,Hedwig and the Angry Inch,2001,PASS,7895076,4036110.0,4794811.0,"Comedy,Drama,Music",7.7,30091
3,High Heels and Low Lifes,2001,PASS,13158460,298423.0,298423.0,"Action,Comedy,Drama",6.2,3264
0,Impostor,2001,FAIL,52633838,8045394.0,8045394.0,"Drama,Mystery,Sci-Fi",6.2,21865
3,Jason X,2001,PASS,18421843,17265945.0,22305955.0,"Action,Horror,Sci-Fi",4.4,47407
3,Jay and Silent Bob Strike Back,2001,PASS,28948611,39553522.0,44426118.0,Comedy,6.8,142753
3,Jeepers Creepers,2001,PASS,13158460,49876055.0,77554691.0,"Horror,Mystery",6.2,104354
3,Josie and the Pussycats,2001,PASS,28948611,18754529.0,18754529.0,"Comedy,Music",5.3,20723
2,Kate &amp; Leopold,2001,FAIL,63160606,61970361.0,93343188.0,"Comedy,Fantasy,Romance",6.4,75061
1,Kiss of the Dragon,2001,FAIL,32896149,48467177.0,48467177.0,"Action,Crime,Drama",6.6,58557
3,Kissing Jessica Stein,2001,PASS,1973769,9244768.0,11621399.0,"Comedy,Drama,Romance",6.4,15450
1,L.I.E.,2001,FAIL,921092,1501334.0,1501334.0,"Crime,Drama",7.1,9266
0,Lara Croft: Tomb Raider,2001,FAIL,123689520,172565543.0,361389438.0,"Action,Adventure,Fantasy",5.8,188208
3,Legally Blonde,2001,PASS,23685227,126970485.0,186599109.0,"Comedy,Romance",6.2,169418
3,"Legend of Suriyothai, The",2001,PASS,11842614,597730.0,597730.0,"Action,Adventure,Drama",6.5,1797
1,"Lord of the Rings: The Fellowship of the Ring, The",2001,FAIL,143427209,415208284.0,1167441808.0,"Adventure,Drama,Fantasy",8.8,1540992
3,Lovely and Amazing,2001,PASS,328961,5540210.0,6178924.0,"Comedy,Drama,Romance",6.7,6598
1,"Majestic, The",2001,FAIL,94740909,36575310.0,49089389.0,"Drama,Romance",6.9,50226
3,Monkeybone,2001,FAIL,98688447,7118091.0,7118091.0,"Animation,Comedy,Fantasy",4.7,16016
3,Monsoon Wedding,2001,PASS,1579015,18259960.0,35561527.0,"Comedy,Drama,Romance",7.3,22385
1,"Monsters, Inc.",2001,FAIL,151322285,380836644.0,736554932.0,"Adventure,Animation,Comedy",8.0,756161
3,Moulin Rouge!,2001,PASS,69739836,75511622.0,235816959.0,"Drama,Musical,Romance",7.6,254709
3,Mulholland Dr.,2001,PASS,19737689,9499853.0,15684329.0,"Drama,Mystery,Thriller",7.9,295953
3,Nowhere in Africa,2001,PASS,8552999,8123355.0,8123355.0,"Biography,Drama",7.5,11866
1,Ocean&#39;s Eleven,2001,FAIL,111846906,241348715.0,593089313.0,"Crime,Thriller",7.8,481427
0,"One, The",2001,FAIL,64476452,57773198.0,57773198.0,"Action,Sci-Fi,Thriller",5.9,86070
3,Osmosis Jones,2001,FAIL,92109217,17891440.0,17891440.0,"Action,Adventure,Animation",6.3,30226
3,"Others, The",2001,PASS,22369381,127008987.0,276257960.0,"Horror,Mystery,Thriller",7.6,318257
2,Pearl Harbor,2001,FAIL,199350663,261247866.0,591130447.0,"Action,Drama,History",6.2,296561
3,"Princess Diaries, The",2001,PASS,39475379,142433448.0,217555094.0,"Comedy,Family,Romance",6.3,118501
3,"Royal Tenenbaums, The",2001,PASS,36843687,68889320.0,93992029.0,"Comedy,Drama",7.6,249350
3,Save the Last Dance,2001,PASS,17105997,119792347.0,173215693.0,"Drama,Music,Romance",6.2,54583
3,Shallow Hal,2001,PASS,52633838,93209654.0,93209654.0,"Comedy,Drama,Fantasy",5.9,122012
0,Shaolin Soccer,2001,FAIL,13158460,643280.0,56286669.0,"Action,Comedy,Fantasy",7.2,69935
1,Shrek,2001,FAIL,65792298,352192764.0,647149877.0,"Adventure,Animation,Comedy",7.8,573514
3,Someone Like You...,2001,PASS,30264457,35972640.0,50903377.0,"Comedy,Romance",6.1,22420
3,Spy Kids,2001,PASS,46054609,148285394.0,260132301.0,"Action,Adventure,Comedy",5.4,101481
1,Super Troopers,2001,FAIL,3947538,24333100.0,30325173.0,"Comedy,Crime,Mystery",7.1,92085
1,Thir13en Ghosts,2001,FAIL,25001073,55091786.0,90093288.0,Horror,5.6,75120
1,Training Day,2001,FAIL,59213068,100347776.0,137512958.0,"Crime,Drama,Thriller",7.7,362534
2,Valentine,2001,FAIL,13158460,26822383.0,26822383.0,"Horror,Mystery,Thriller",4.8,23672
1,Vanilla Sky,2001,FAIL,92109217,132393654.0,266756984.0,"Fantasy,Mystery,Romance",6.9,236924
3,"Wedding Planner, The",2001,PASS,36843687,79478222.0,124648152.0,"Comedy,Romance",5.3,71880
3,Zoolander,2001,PASS,36843687,59439723.0,79978408.0,Comedy,6.6,234386
3,28 Days,2000,PASS,58175060,50105659.0,83966868.0,"Comedy,Drama",6.0,41465
3,Almost Famous,2000,PASS,81174503,43999763.0,64088881.0,"Adventure,Comedy,Drama",7.9,237854
1,American Psycho,2000,FAIL,10823267,20388715.0,38793859.0,"Crime,Drama",7.6,441991
1,"Beach, The",2000,FAIL,67645419,53816800.0,53816800.0,"Adventure,Drama,Romance",6.7,211388
3,Beautiful Creatures,2000,PASS,67645419,26316961.0,75682603.0,"Comedy,Crime,Drama",5.9,3345
